Pop,Cohort,Bench,Position,Envelope 1 Biomass (g),Envelope 2 Biomass (g),Envelope 3 Biomass (g),Below Ground Biomass (g) STTO-BH,Notes 
CAIN4,cohort 6,2,F12,,,,,NO PLANT
CAIN4,cohort 6,2,G11,,,,,NO PLANT
CAIN4,cohort 7,2,B06,0.0036,,,,
CAIN4,cohort 7,2,C07,0.0017,,,,
CAIN4,cohort 7,2,D02,,,,,NO PLANT
CAIN4,cohort 7,2,D08,0.0012,,,,
CAIN4,cohort 7,2,G05,,,,,NO PLANT
CAIN4,cohort 7,2,G09,,,,,NO PLANT
CAIN4,cohort 8,2,A09,,,,,NO PLANT
CAIN4,cohort 8,2,B12,,,,,NO PLANT
CAIN4,cohort 8,2,C13,,,,,NO PLANT
CAIN4,cohort 8,2,E03,,,,,NO PLANT
CAIN4,cohort 8,2,E09,,,,,NO PLANT
CAIN4,cohort 8,2,F02,,,,,NO PLANT
CAAN1,blank,2,G11,,,,,
CAIN4,cohort 1,3,D10,0.015,,,,
CAIN4,cohort 1,3,D12,0.035,,,,
CAIN4,cohort 1,3,E11,0.0378,,,,
CAIN4,cohort 1,3,F02,0.0146,,,,
CAIN4,cohort 1,3,G01,0.0194,,,,
CAIN4,cohort 1,3,G07,0.0119,,,,
CAIN4,cohort 2,3,A03,,,,,NO PLANT
CAIN4,cohort 2,3,B08,,,,,NO PLANT
CAIN4,cohort 2,3,C09,0.0012,,,,
CAIN4,cohort 2,3,F04,0.0185,,,,
CAIN4,cohort 2,3,F12,,,,,
CAIN4,cohort 2,3,G05,,,,,NO PLANT
CAIN4,cohort 3,3,A01,0.0222,,,,
CAIN4,cohort 3,3,B04,0.0278,,,,
CAIN4,cohort 3,3,B14,0.0027,,,,
CAIN4,cohort 3,3,C03,,,,,NO PLANT
CAIN4,cohort 3,3,D08,,,,,NO PLANT
CAIN4,cohort 3,3,F14,,,,,NO PLANT
CAIN4,cohort 4,3,D02,,,,,NO PLANT
CAIN4,cohort 4,3,E05,,,,,NO PLANT
CAIN4,cohort 4,3,E07,,,,,NO PLANT
CAIN4,cohort 4,3,F06,0.0036,,,,
CAIN4,cohort 4,3,F08,0.0462,,,,
CAIN4,cohort 4,3,G11,0.0095,,,,
CAIN4,cohort 5,3,A11,0.0095,,,,
CAIN4,cohort 5,3,B06,,,,,NO PLANT
CAIN4,cohort 5,3,C05,,,,,NO PLANT
CAIN4,cohort 5,3,C11,,,,,NO PLANT
CAIN4,cohort 5,3,C13,0.0274,,,,
CAIN4,cohort 5,3,D14,,,,,NO PLANT
CAIN4,cohort 6,3,A07,0.019,,,,
CAIN4,cohort 6,3,A13,0.0124,,,,
CAIN4,cohort 6,3,C07,0.0175,,,,
CAIN4,cohort 6,3,E03,0.0424,,,,
CAIN4,cohort 6,3,E09,0.0239,,,,
CAIN4,cohort 6,3,G03,,,,,NO PLANT
CAIN4,cohort 7,3,A05,0.0127,,,,
CAIN4,cohort 7,3,A09,0.0038,,,,
CAIN4,cohort 7,3,B12,,,,,NO PLANT
CAIN4,cohort 7,3,C01,,,,,NO PLANT
CAIN4,cohort 7,3,E01,,,,,NO PLANT
CAIN4,cohort 7,3,F10,,,,,NO PLANT
CAIN4,cohort 8,3,B02,,,,,NO PLANT
CAIN4,cohort 8,3,B10,,,,,NO PLANT
CAIN4,cohort 8,3,D04,,,,,NO PLANT
CAIN4,cohort 8,3,D06,,,,,NO PLANT
CAIN4,cohort 8,3,E13,,,,,NO PLANT
CAIN4,cohort 8,3,G09,,,,,NO PLANT
STTO_TM2,blank,2,A13,,,,,
CAIN4,cohort 1,4,A05,0.0012,,,,
CAIN4,cohort 1,4,C07,0.0157,,,,
CAIN4,cohort 1,4,D02,0.0135,,,,
CAIN4,cohort 1,4,D04,0.0236,,,,
CAIN4,cohort 1,4,E13,0.0273,,,,
CAIN4,cohort 1,4,F04,0.0275,,,,
CAIN4,cohort 2,4,A11,,,,,
CAIN4,cohort 2,4,B06,0.0084,,,,
CAIN4,cohort 2,4,B10,,,,,NO PLANT
CAIN4,cohort 2,4,D06,,,,,NO PLANT
CAIN4,cohort 2,4,G07,,,,,
CAIN4,cohort 2,4,G11,,,,,
CAIN4,cohort 3,4,A13,0.006,,,,
CAIN4,cohort 3,4,D10,,,,,NO PLANT
CAIN4,cohort 3,4,D12,0.0159,,,,
CAIN4,cohort 3,4,E05,,,,,NO PLANT
CAIN4,cohort 3,4,F02,,,,,NO PLANT
CAIN4,cohort 3,4,G13,,,,,NO PLANT
CAIN4,cohort 4,4,A09,,,,,NO PLANT
CAIN4,cohort 4,4,B04,,,,,NO PLANT
CAIN4,cohort 4,4,C01,0.0196,,,,
CAIN4,cohort 4,4,C03,0.0088,,,,
CAIN4,cohort 4,4,C11,,,,,
CAIN4,cohort 4,4,G01,,,,,NO PLANT
CAIN4,cohort 5,4,A07,0.007,,,,
CAIN4,cohort 5,4,D14,,,,,NO PLANT
CAIN4,cohort 5,4,E11,,,,,NO PLANT
CAIN4,cohort 5,4,F08,,,,,NO PLANT
CAIN4,cohort 5,4,F10,,,,,NO PLANT
CAIN4,cohort 5,4,G05,,,,,NO PLANT
CAIN4,cohort 6,4,A03,0.0109,,,,
CAIN4,cohort 6,4,B08,0.0239,,,,
CAIN4,cohort 6,4,C05,0.0161,,,,
CAIN4,cohort 6,4,F14,0.0136,,,,
CAIN4,cohort 6,4,G03,0.0036,,,,
CAIN4,cohort 6,4,G09,,,,,NO PLANT
CAIN4,cohort 7,4,A01,0.0031,,,,
CAIN4,cohort 7,4,B02,0.0053,,,,
CAIN4,cohort 7,4,B12,,,,,NO PLANT
CAIN4,cohort 7,4,D08,,,,,NO PLANT
CAIN4,cohort 7,4,E01,,,,,NO PLANT
CAIN4,cohort 7,4,E03,,,,,NO PLANT
CAIN4,cohort 8,4,B14,0.0017,,,,
CAIN4,cohort 8,4,C09,,,,,NO PLANT
CAIN4,cohort 8,4,E07,,,,,NO PLANT
CAIN4,cohort 8,4,E09,,,,,NO PLANT
CAIN4,cohort 8,4,F06,,,,,NO PLANT
CAIN4,cohort 8,4,F12,,,,,NO PLANT
STTO_BH,blank,2,E01,,,,,
STBR3,cohort 1,1,A13,0.029,,,,
STBR3,cohort 1,1,D10,0.0118,,,,
STBR3,cohort 1,1,E03,0.0158,,,,
STBR3,cohort 1,1,F10,0.0073,,,,
STBR3,cohort 1,1,F12,0.0045,,,,
STBR3,cohort 1,1,G07,0.0503,,,,
STBR3,cohort 2,1,B02,0.0039,,,,
STBR3,cohort 2,1,B06,0.0064,,,,
STBR3,cohort 2,1,C09,,,,,
STBR3,cohort 2,1,E11,0.0165,,,,
STBR3,cohort 2,1,E13,0.0033,,,,
STBR3,cohort 2,1,G01,0.0031,,,,
STBR3,cohort 3,1,A09,0.0151,,,,
STBR3,cohort 3,1,A11,0.0094,,,,
STBR3,cohort 3,1,D06,0.0296,,,,
STBR3,cohort 3,1,E09,0.0172,,,,
STBR3,cohort 3,1,F06,0.0048,,,,
STBR3,cohort 3,1,G09,0.0171,,,,
STBR3,cohort 4,1,A03,0.0048,,,,
STBR3,cohort 4,1,B10,0.0092,,,,
STBR3,cohort 4,1,B12,0.0044,,,,
STBR3,cohort 4,1,B14,0.0009,,,,
STBR3,cohort 4,1,C07,,,,,
STBR3,cohort 4,1,D14,0.0251,,,,
STBR3,cohort 5,1,A05,0.0032,,,,
STBR3,cohort 5,1,B08,0.0181,,,,
STBR3,cohort 5,1,C03,0.0084,,,,
STBR3,cohort 5,1,C13,0.0091,,,,
STBR3,cohort 5,1,F04,0.0077,,,,
STBR3,cohort 5,1,G05,0.0066,,,,NO PLANT
STBR3,cohort 6,1,B04,0.0016,,,,
STBR3,cohort 6,1,C01,0.0019,,,,
STBR3,cohort 6,1,C11,0.0016,,,,
STBR3,cohort 6,1,E01,,,,,
STBR3,cohort 6,1,G03,0.0081,,,,
STBR3,cohort 6,1,G11,0.0033,,,,
STBR3,cohort 7,1,A01,0.0006,,,,
STBR3,cohort 7,1,D04,,,,,
STBR3,cohort 7,1,D08,0.0021,,,,
STBR3,cohort 7,1,F02,,,,,NO PLANT
STBR3,cohort 7,1,F14,,,,,NO PLANT
STBR3,cohort 7,1,G13,,,,,NO PLANT
STBR3,cohort 8,1,A07,0.004,,,,
STBR3,cohort 8,1,C05,0.0071,,,,
STBR3,cohort 8,1,D02,0.0071,,,,
STBR3,cohort 8,1,D12,0.0116,,,,
STBR3,cohort 8,1,E05,0.0174,,,,
STBR3,cohort 8,1,F08,0.0045,,,,
STGL1,blank,2,E11,,,,,
STBR3,cohort 1,2,A13,0.0042,,,,
STBR3,cohort 1,2,B10,0.0067,,,,
STBR3,cohort 1,2,B12,0.0546,,,,
STBR3,cohort 1,2,B14,0.0301,,,,
STBR3,cohort 1,2,D02,0.0245,,,,
STBR3,cohort 1,2,F06,0.0068,,,,
STBR3,cohort 2,2,A09,0.0022,,,,
STBR3,cohort 2,2,D06,0.0031,,,,
STBR3,cohort 2,2,D14,0.0019,,,,
STBR3,cohort 2,2,F04,0.0085,,,,
STBR3,cohort 2,2,G07,0.0026,,,,
STBR3,cohort 2,2,G09,0.0113,,,,
STBR3,cohort 3,2,A01,0.0144,,,,
STBR3,cohort 3,2,A03,,,,,
STBR3,cohort 3,2,D04,0.019,,,,
STBR3,cohort 3,2,E01,0.0109,,,,
STBR3,cohort 3,2,F08,0.0019,,,,
STBR3,cohort 3,2,F12,0.0168,,,,
STBR3,cohort 4,2,A11,0.0036,,,,
STBR3,cohort 4,2,C01,0.0046,,,,
STBR3,cohort 4,2,C05,0.0032,,,,
STBR3,cohort 4,2,E13,0.0081,,,,
STBR3,cohort 4,2,G03,0.0073,,,,
STBR3,cohort 4,2,G05,0.0199,,,,
STBR3,cohort 5,2,A07,0.0034,,,,
STBR3,cohort 5,2,B08,0.0074,,,,
STBR3,cohort 5,2,E05,0.0089,,,,
STBR3,cohort 5,2,E09,0.0071,,,,
STBR3,cohort 5,2,F02,0.006,,,,
STBR3,cohort 5,2,G11,0.0049,,,,
STBR3,cohort 6,2,B06,0.0042,,,,
STBR3,cohort 6,2,C03,0.0022,,,,
STBR3,cohort 6,2,C13,0.0066,,,,
STBR3,cohort 6,2,D08,0.002,,,,
STBR3,cohort 6,2,D10,,,,,
STBR3,cohort 6,2,E11,0.0048,,,,
STBR3,cohort 7,2,C07,0.0045,,,,
STBR3,cohort 7,2,C09,0.0032,,,,
STBR3,cohort 7,2,D12,0.0026,,,,
STBR3,cohort 7,2,F10,,,,,NO PLANT
STBR3,cohort 7,2,F14,,,,,NO PLANT
STBR3,cohort 7,2,G01,,,,,NO PLANT
STBR3,cohort 8,2,A05,0.0022,,,,
STBR3,cohort 8,2,B02,0.0114,,,,
STBR3,cohort 8,2,C11,0.0126,,,,
STBR3,cohort 8,2,E03,0.008,,,,
STBR3,cohort 8,2,E07,0.0059,,,,
STBR3,cohort 8,2,G13,0.0061,,,,
STDI,blank,2,G09,,,,,
STBR3,cohort 1,3,A03,0.018,,,,
STBR3,cohort 1,3,B04,0.029,,,,
STBR3,cohort 1,3,C07,0.0094,,,,
STBR3,cohort 1,3,D10,0.0137,,,,
STBR3,cohort 1,3,E01,0.0084,,,,
STBR3,cohort 1,3,G01,0.015,,,,
STBR3,cohort 2,3,A01,0.0064,,,,
STBR3,cohort 2,3,A07,0.004,,,,
STBR3,cohort 2,3,C03,0.0133,,,,
STBR3,cohort 2,3,D02,,,,,NO PLANT
STBR3,cohort 2,3,E11,0.0077,,,,
STBR3,cohort 2,3,G05,0.001,,,,
STBR3,cohort 3,3,C09,0.0102,,,,
STBR3,cohort 3,3,D06,0.0041,,,,
STBR3,cohort 3,3,D08,0.0071,,,,
STBR3,cohort 3,3,E03,0.0074,,,,
STBR3,cohort 3,3,F14,,,,,NO PLANT
STBR3,cohort 3,3,G09,,,,,NO PLANT
STBR3,cohort 4,3,A05,0.0025,,,,
STBR3,cohort 4,3,B02,0.0095,,,,
STBR3,cohort 4,3,C01,,,,,NO PLANT
STBR3,cohort 4,3,E07,0.0037,,,,
STBR3,cohort 4,3,E13,0.0145,,,,
STBR3,cohort 4,3,G03,0.0042,,,,
STBR3,cohort 5,3,D12,0.0047,,,,
STBR3,cohort 5,3,F06,0.029,,,,
STBR3,cohort 5,3,F08,0.0499,,,,
STBR3,cohort 5,3,F12,0.0269,,,,
STBR3,cohort 5,3,G11,0.0127,,,,
STBR3,cohort 5,3,G13,0.0118,,,,
STBR3,cohort 6,3,B08,0.0025,,,,
STBR3,cohort 6,3,B14,0.0059,,,,
STBR3,cohort 6,3,C11,0.006,,,,
STBR3,cohort 6,3,D04,,,,,
STBR3,cohort 6,3,F02,0.0036,,,,
STBR3,cohort 6,3,F04,0.0064,,,,
STBR3,cohort 7,3,A09,0.0018,,,,
STBR3,cohort 7,3,A13,0.0042,,,,
STBR3,cohort 7,3,B06,0.0051,,,,
STBR3,cohort 7,3,B10,,,,,NO PLANT
STBR3,cohort 7,3,C05,,,,,NO PLANT
STBR3,cohort 7,3,E05,,,,,NO PLANT
STBR3,cohort 8,3,A11,0.0122,,,,
STBR3,cohort 8,3,C13,0.0232,,,,
STBR3,cohort 8,3,D14,0.0077,,,,
STBR3,cohort 8,3,E09,0.0148,,,,
STBR3,cohort 8,3,F10,0.0066,,,,
STBR3,cohort 8,3,G07,0.0046,,,,
CAIN4,blank,2,F06,,,,,
STBR3,cohort 1,4,A11,0.0453,,,,
STBR3,cohort 1,4,B04,0.0361,,,,
STBR3,cohort 1,4,C01,0.0371,,,,
STBR3,cohort 1,4,C07,0.0245,,,,
STBR3,cohort 1,4,F04,0.0268,,,,
STBR3,cohort 1,4,G01,0.0332,,,,
STBR3,cohort 2,4,A03,0.0023,,,,
STBR3,cohort 2,4,B06,,,,,NO PLANT
STBR3,cohort 2,4,B14,0.0049,,,,
STBR3,cohort 2,4,C09,0.0113,,,,
STBR3,cohort 2,4,D04,,,,,
STBR3,cohort 2,4,F08,0.005,,,,
STBR3,cohort 3,4,B02,,,,,NO PLANT
STBR3,cohort 3,4,C03,,,,,
STBR3,cohort 3,4,C05,0.0024,,,,
STBR3,cohort 3,4,D08,0.012,,,,
STBR3,cohort 3,4,F02,0.001,,,,
STBR3,cohort 3,4,F10,,,,,NO PLANT
STBR3,cohort 4,4,A01,,,,,NO PLANT
STBR3,cohort 4,4,D02,0.0075,,,,
STBR3,cohort 4,4,D12,0.0014,,,,
STBR3,cohort 4,4,E01,0.0064,,,,
STBR3,cohort 4,4,E03,,,,,
STBR3,cohort 4,4,F12,0.0047,,,,
STBR3,cohort 5,4,D14,0.0026,,,,
STBR3,cohort 5,4,E05,0.0053,,,,
STBR3,cohort 5,4,E07,0.0111,,,,
STBR3,cohort 5,4,E09,0.0412,,,,
STBR3,cohort 5,4,G03,0.0027,,,,
STBR3,cohort 5,4,G09,0.0082,,,,
STBR3,cohort 6,4,A09,0.0022,,,,
STBR3,cohort 6,4,A13,0.0022,,,,
STBR3,cohort 6,4,D06,0.0018,,,,
STBR3,cohort 6,4,E13,0.0053,,,,
STBR3,cohort 6,4,G11,,,,,NO PLANT
STBR3,cohort 6,4,G13,0.0009,,,,
STBR3,cohort 7,4,A05,,,,,
STBR3,cohort 7,4,B10,0.0019,,,,
STBR3,cohort 7,4,B12,,,,,
STBR3,cohort 7,4,F06,,,,,NO PLANT
STBR3,cohort 7,4,G05,,,,,NO PLANT
STBR3,cohort 7,4,G07,,,,,NO PLANT
STBR3,cohort 8,4,A07,0.0122,,,,
STBR3,cohort 8,4,C11,0.002,,,,
STBR3,cohort 8,4,C13,0.0073,,,,
STBR3,cohort 8,4,D10,,,,,
STBR3,cohort 8,4,E11,,,,,
STBR3,cohort 8,4,F14,0.0057,,,,
STIN,blank,3,G03,,,,,
STDI,cohort 1,1,A13,0.0417,,,,
STDI,cohort 1,1,B04,0.0472,,,,
STDI,cohort 1,1,D02,0.0988,,,,NO PLANT
STDI,cohort 1,1,D04,0.0949,,,,
STDI,cohort 1,1,E09,0.0462,,,,
STDI,cohort 1,1,G05,0.0506,,,,
STDI,cohort 2,1,C03,,,,,NO PLANT
STDI,cohort 2,1,E03,0.0068,,,,
STDI,cohort 2,1,E11,0.0068,,,,
STDI,cohort 2,1,F10,0.0052,,,,
STDI,cohort 2,1,G01,,,,,NO PLANT
STDI,cohort 2,1,G09,0.0115,,,,
STDI,cohort 3,1,B02,0.0147,,,,
STDI,cohort 3,1,C01,0.0756,,,,
STDI,cohort 3,1,C05,0.0142,,,,
STDI,cohort 3,1,D14,,,,,NO PLANT
STDI,cohort 3,1,F12,,,,,NO PLANT
STDI,cohort 3,1,G07,,,,,NO PLANT
STDI,cohort 4,1,A01,0.0022,,,,
STDI,cohort 4,1,A05,0.0112,,,,
STDI,cohort 4,1,A11,0.0422,,,,
STDI,cohort 4,1,B10,0.0181,,,,
STDI,cohort 4,1,D10,0.0316,,,,
STDI,cohort 4,1,E13,,,,,NO PLANT
STDI,cohort 5,1,A07,0.0083,,,,
STDI,cohort 5,1,B06,0.0174,,,,
STDI,cohort 5,1,E07,,,,,NO PLANT
STDI,cohort 5,1,F06,,,,,NO PLANT
STDI,cohort 5,1,F08,,,,,NO PLANT
STDI,cohort 5,1,G03,,,,,NO PLANT
STDI,cohort 6,1,A09,0.006,,,,
STDI,cohort 6,1,B12,0.0084,,,,
STDI,cohort 6,1,C07,,,,,NO PLANT
STDI,cohort 6,1,C09,,,,,NO PLANT
STDI,cohort 6,1,C11,,,,,NO PLANT
STDI,cohort 6,1,F04,,,,,NO PLANT
STDI,cohort 7,1,B08,0.0141,,,,
STDI,cohort 7,1,C13,,,,,NO PLANT
STDI,cohort 7,1,E01,,,,,NO PLANT
STDI,cohort 7,1,E05,,,,,NO PLANT
STDI,cohort 7,1,G11,,,,,NO PLANT
STDI,cohort 7,1,G13,,,,,NO PLANT
STDI,cohort 8,1,B14,0.0105,,,,
STDI,cohort 8,1,D06,,,,,NO PLANT
STDI,cohort 8,1,D08,,,,,NO PLANT
STDI,cohort 8,1,D12,,,,,NO PLANT
STDI,cohort 8,1,F02,,,,,NO PLANT
STDI,cohort 8,1,F14,,,,,NO PLANT
CAAN2,blank,3,D12,,,,,
STDI,cohort 1,2,A01,0.0365,,,,
STDI,cohort 1,2,A07,0.0833,,,,
STDI,cohort 1,2,B02,0.1008,,,,
STDI,cohort 1,2,B10,0.0064,0.0457,,,
STDI,cohort 1,2,C11,0.0944,,,,
STDI,cohort 1,2,D12,0.043,,,,
STDI,cohort 2,2,A03,0.0175,,,,
STDI,cohort 2,2,E05,,,,,NO PLANT
STDI,cohort 2,2,F02,,,,,NO PLANT
STDI,cohort 2,2,F12,0.0208,,,,
STDI,cohort 2,2,G03,0.027,,,,
STDI,cohort 2,2,G13,0.0052,,,,
STDI,cohort 3,2,B04,0.0252,,,,
STDI,cohort 3,2,C03,0.005,,,,
STDI,cohort 3,2,E03,0.0032,,,,
STDI,cohort 3,2,E13,,,,,NO PLANT
STDI,cohort 3,2,F04,,,,,NO PLANT
STDI,cohort 3,2,G07,,,,,NO PLANT
STDI,cohort 4,2,B08,0.1603,,,,
STDI,cohort 4,2,D02,0.0462,,,,
STDI,cohort 4,2,D08,0.0055,,,,
STDI,cohort 4,2,D10,,,,,NO PLANT
STDI,cohort 4,2,D14,0.0201,,,,
STDI,cohort 4,2,G11,0.0202,,,,
STDI,cohort 5,2,A09,0.0104,,,,
STDI,cohort 5,2,C01,,,,,NO PLANT
STDI,cohort 5,2,E09,,,,,NO PLANT
STDI,cohort 5,2,F08,,,,,NO PLANT
STDI,cohort 5,2,F10,,,,,NO PLANT
STDI,cohort 5,2,G05,,,,,NO PLANT
STDI,cohort 6,2,A05,0.0122,,,,
STDI,cohort 6,2,B12,0.0061,,,,
STDI,cohort 6,2,B14,,,,,NO PLANT
STDI,cohort 6,2,C05,,,,,NO PLANT
STDI,cohort 6,2,C09,,,,,NO PLANT
STDI,cohort 6,2,C13,,,,,NO PLANT
STDI,cohort 7,2,A11,,,,,
STDI,cohort 7,2,B06,,,,,NO PLANT
STDI,cohort 7,2,D04,,,,,NO PLANT
STDI,cohort 7,2,E07,,,,,NO PLANT
STDI,cohort 7,2,E11,,,,,NO PLANT
STDI,cohort 7,2,F06,,,,,NO PLANT
STDI,cohort 8,2,A13,0.0026,,,,
STDI,cohort 8,2,C07,,,,,NO PLANT
STDI,cohort 8,2,D06,,,,,NO PLANT
STDI,cohort 8,2,E01,,,,,NO PLANT
STDI,cohort 8,2,F14,,,,,NO PLANT
STDI,cohort 8,2,G01,,,,,NO PLANT
STBR3,blank,3,B12,,,,,
STDI,cohort 1,3,C09,0.0478,,,,
STDI,cohort 1,3,C13,0.0445,,,,
STDI,cohort 1,3,D08,0.0548,,,,
STDI,cohort 1,3,D10,0.0883,,,,
STDI,cohort 1,3,E05,0.0884,,,,
STDI,cohort 1,3,F10,0.1541,,,,
STDI,cohort 2,3,B04,0.0068,,,,
STDI,cohort 2,3,C01,,,,,NO PLANT
STDI,cohort 2,3,E09,0.0177,,,,
STDI,cohort 2,3,F08,,,,,NO PLANT
STDI,cohort 2,3,G05,0.0116,,,,
STDI,cohort 2,3,G07,,,,,NO PLANT
STDI,cohort 3,3,A01,,,,,
STDI,cohort 3,3,A11,0.026,,,,
STDI,cohort 3,3,B12,0.0146,,,,
STDI,cohort 3,3,C07,0.0038,,,,
STDI,cohort 3,3,D02,,,,,NO PLANT
STDI,cohort 3,3,G11,,,,,NO PLANT
STDI,cohort 4,3,A09,0.0157,,,,
STDI,cohort 4,3,C05,,,,,NO PLANT
STDI,cohort 4,3,E07,0.0362,,,,
STDI,cohort 4,3,F04,0.0339,,,,
STDI,cohort 4,3,G03,0.009,,,,
STDI,cohort 4,3,G09,0.0209,,,,
STDI,cohort 5,3,A13,0.0059,,,,
STDI,cohort 5,3,B02,,,,,NO PLANT
STDI,cohort 5,3,B06,,,,,NO PLANT
STDI,cohort 5,3,D12,,,,,NO PLANT
STDI,cohort 5,3,E11,,,,,NO PLANT
STDI,cohort 5,3,F12,,,,,NO PLANT
STDI,cohort 6,3,A03,0.0067,,,,
STDI,cohort 6,3,A07,0.0102,,,,
STDI,cohort 6,3,E13,,,,,NO PLANT
STDI,cohort 6,3,F02,,,,,NO PLANT
STDI,cohort 6,3,F06,,,,,NO PLANT
STDI,cohort 6,3,G13,,,,,NO PLANT
STDI,cohort 7,3,B08,,,,,NO PLANT
STDI,cohort 7,3,B10,,,,,NO PLANT
STDI,cohort 7,3,D06,,,,,NO PLANT
STDI,cohort 7,3,D14,,,,,NO PLANT
STDI,cohort 7,3,F14,,,,,NO PLANT
STDI,cohort 7,3,G01,,,,,NO PLANT
STDI,cohort 8,3,A05,0.0014,,,,
STDI,cohort 8,3,B14,0.0026,,,,
STDI,cohort 8,3,C03,,,,,NO PLANT
STDI,cohort 8,3,D04,,,,,NO PLANT
STDI,cohort 8,3,E01,,,,,NO PLANT
STDI,cohort 8,3,E03,,,,,NO PLANT
STDR2,blank,3,A07,,,,,
STDI,cohort 1,4,B12,0.0771,,,,
STDI,cohort 1,4,D02,0.0652,,,,
STDI,cohort 1,4,D04,0.0968,,,,
STDI,cohort 1,4,D12,0.0607,,,,
STDI,cohort 1,4,G01,0.12,,,,
STDI,cohort 1,4,G13,0.0444,,,,
STDI,cohort 2,4,B04,0.0219,,,,NO PLANT
STDI,cohort 2,4,B06,,,,,NO PLANT
STDI,cohort 2,4,C09,0.0157,,,,
STDI,cohort 2,4,E05,0.0018,,,,NO PLANT
STDI,cohort 2,4,F06,0.0192,,,,
STDI,cohort 2,4,F08,,,,,NO PLANT
STDI,cohort 3,4,A03,,,,,NO PLANT
STDI,cohort 3,4,A05,,,,,
STDI,cohort 3,4,E03,,,,,NO PLANT
STDI,cohort 3,4,F10,,,,,NO PLANT
STDI,cohort 3,4,F14,0.0405,,,,
STDI,cohort 3,4,G09,,,,,NO PLANT
STDI,cohort 4,4,A01,0.007,,,,
STDI,cohort 4,4,C01,0.0548,,,,
STDI,cohort 4,4,C13,0.0105,,,,
STDI,cohort 4,4,E13,,,,,
STDI,cohort 4,4,F04,0.0012,0.0418,,,
STDI,cohort 4,4,F12,0.0209,,,,
STDI,cohort 5,4,B02,0.0069,,,,
STDI,cohort 5,4,B10,,,,,NO PLANT
STDI,cohort 5,4,B14,,,,,NO PLANT
STDI,cohort 5,4,D14,,,,,NO PLANT
STDI,cohort 5,4,E07,,,,,NO PLANT
STDI,cohort 5,4,E09,,,,,NO PLANT
STDI,cohort 6,4,A07,0.0087,,,,
STDI,cohort 6,4,C03,0.0075,,,,
STDI,cohort 6,4,C11,,,,,NO PLANT
STDI,cohort 6,4,E11,,,,,NO PLANT
STDI,cohort 6,4,G03,,,,,NO PLANT
STDI,cohort 6,4,G05,,,,,NO PLANT
STDI,cohort 7,4,A09,,,,,NO PLANT
STDI,cohort 7,4,C05,,,,,NO PLANT
STDI,cohort 7,4,D06,,,,,NO PLANT
STDI,cohort 7,4,D08,,,,,NO PLANT
STDI,cohort 7,4,D10,,,,,NO PLANT
STDI,cohort 7,4,G07,,,,,NO PLANT
STDI,cohort 8,4,A11,0.0036,,,,
STDI,cohort 8,4,A13,0.009,,,,
STDI,cohort 8,4,C07,,,,,NO PLANT
STDI,cohort 8,4,E01,,,,,NO PLANT
STDI,cohort 8,4,F02,,,,,NO PLANT
STDI,cohort 8,4,G11,,,,,NO PLANT
CAAN1,blank,3,C03,,,,,
STDR2,cohort 1,1,B08,0.0187,,,,
STDR2,cohort 1,1,B10,0.0231,,,,
STDR2,cohort 1,1,C13,0.005,,,,
STDR2,cohort 1,1,F06,0.0092,,,,
STDR2,cohort 1,1,F10,0.0063,,,,
STDR2,cohort 1,1,G09,0.0072,,,,
STDR2,cohort 2,1,A07,0.0054,,,,
STDR2,cohort 2,1,C01,0.0081,,,,
STDR2,cohort 2,1,D02,0.0226,,,,
STDR2,cohort 2,1,E07,0.0085,,,,
STDR2,cohort 2,1,F04,0.0019,,,,
STDR2,cohort 2,1,G13,0.0105,,,,
STDR2,cohort 3,1,A03,0.0061,,,,
STDR2,cohort 3,1,A05,0.009,,,,
STDR2,cohort 3,1,A09,0.0026,,,,
STDR2,cohort 3,1,B02,,,,,
STDR2,cohort 3,1,E05,0.0027,,,,NO PLANT
STDR2,cohort 3,1,G11,,,,,NO PLANT
STDR2,cohort 4,1,A13,0.0013,,,,
STDR2,cohort 4,1,B14,0.0104,,,,
STDR2,cohort 4,1,C03,0.0162,,,,
STDR2,cohort 4,1,C05,0.0129,,,,
STDR2,cohort 4,1,D08,0.011,,,,
STDR2,cohort 4,1,E11,0.0112,,,,
STDR2,cohort 5,1,D06,0.0098,,,,
STDR2,cohort 5,1,D10,0.0068,,,,
STDR2,cohort 5,1,F02,0.0055,,,,
STDR2,cohort 5,1,F08,0.0057,,,,
STDR2,cohort 5,1,F12,0.0051,,,,
STDR2,cohort 5,1,G03,0.003,,,,
STDR2,cohort 6,1,A01,0.0073,,,,
STDR2,cohort 6,1,A11,0.0079,,,,
STDR2,cohort 6,1,E09,0.0088,,,,
STDR2,cohort 6,1,F14,,,,,NO PLANT
STDR2,cohort 6,1,G01,,,,,NO PLANT
STDR2,cohort 6,1,G05,,,,,NO PLANT
STDR2,cohort 7,1,B06,,,,,NO PLANT
STDR2,cohort 7,1,C09,,,,,NO PLANT
STDR2,cohort 7,1,E01,,,,,NO PLANT
STDR2,cohort 7,1,E03,,,,,NO PLANT
STDR2,cohort 7,1,E13,,,,,NO PLANT
STDR2,cohort 7,1,G07,,,,,NO PLANT
STDR2,cohort 8,1,B04,,,,,NO PLANT
STDR2,cohort 8,1,B12,,,,,NO PLANT
STDR2,cohort 8,1,C11,,,,,NO PLANT
STDR2,cohort 8,1,D04,,,,,NO PLANT
