Bench,Block,Pop,Position,Cohort,First Bud Date,Height (cm) @ First Bud ,First Flower Date,Height (cm) @ First Flower,First Fruit Date,Height (cm) @ First Fruit,Death Date,Notes
4,8,STIN,C07,cohort 4,3/16/22,4.7,3/30/22,5.7,5/6/22,8.7,,
4,8,STIN,B14,cohort 5,3/30/22,5.1,4/7/22,6.3,5/6/22,5.7,,already marked for bud but not data
1,5,STDR2,A13,cohort 4,3/25/22,3.2,4/13/22,6.7,5/6/22,7.4,,
4,11,STDR2,G11,cohort 3,3/25/22,5.4,4/13/22,9.2,5/6/22,9.2,,
2,2,STDR2,F10,cohort 4,3/25/22,5.5,4/13/22,12.1,5/6/22,12.1,,
4,10,CAAN2,D04,cohort 5,4/7/22,3.2,4/15/22,3.3,5/6/22,4.1,,
4,8,STIN,C05,cohort 6,4/6/22,5.1,4/15/22,7.1,5/6/22,7.2,,
3,4,STDR2,G09,cohort 5,4/6/22,4.9,4/18/22,10.1,5/6/22,11,,
4,10,CAAN2,A01,cohort 6,4/11/22,4.1,4/20/22,5.1,5/6/22,5.1,,
1,5,STDR2,A07,cohort 2,3/28/22,2.9,4/20/22,5.5,5/6/22,5.5,,
3,4,STDR2,G07,cohort 2,4/4/22,4.6,4/20/22,7.6,5/6/22,6.5,,
4,8,STIN,C09,cohort 6,4/11/22,6.1,4/20/22,6.1,5/6/22,6.6,,
3,4,STDR2,B04,cohort 4,4/4/22,5.6,4/20/22,9.4,5/6/22,7.9,,
4,11,STDR2,G03,cohort 4,4/4/22,4.6,4/20/22,8.4,5/6/22,8.4,,
4,11,STDR2,G13,cohort 4,4/4/22,4.8,4/20/22,8.1,5/6/22,10.5,,
4,11,STDR2,A05,cohort 4,3/25/22,4.1,4/20/22,10.9,5/6/22,10.9,,
4,12,CAIN4,C05,cohort 6,4/4/22,6.4,4/20/22,11,5/6/22,11.2,,
1,9,STDI,G09,cohort 2,4/1/22,9.5,4/20/22,13.1,5/6/22,12.7,,
4,3,STPO,A01,cohort 1,4/1/22,8.9,4/20/22,13.4,5/6/22,14,,
1,3,STPO,C09,cohort 3,4/1/22,12.4,4/20/22,15.4,5/6/22,15,,
4,14,STDI,C01,cohort 4,4/6/22,24,4/20/22,29,5/6/22,29,,
1,5,STDR2,C01,cohort 2,4/1/22,5.6,4/22/22,8.2,5/6/22,8.2,,
4,7,STGL1,A13,cohort 4,4/11/22,8.5,4/22/22,10.1,5/6/22,9.3,,
2,7,STPO,B06,cohort 1,4/4/22,13.7,4/22/22,15.5,5/6/22,15.5,,
2,10,STTO_TM2,B06,cohort 4,4/4/22,8.3,4/22/22,15.1,5/6/22,16,,
1,9,STDI,B02,cohort 3,4/8/22,14.5,4/22/22,17.4,5/6/22,17.4,,
4,9,CAAN1,E01,cohort 6,4/15/22,2.7,4/25/22,3.6,5/6/22,3.2,,
1,2,STIN,C01,cohort 6,4/11/22,3.9,4/25/22,6,5/6/22,6,,
4,8,STIN,E03,cohort 6,4/11/22,4.9,4/25/22,6.4,5/6/22,6.5,,
1,12,CAAM,A01,cohort 6,4/1/22,4.3,4/25/22,6.6,5/6/22,6.6,,
2,12,STGL1,F04,cohort 2,4/11/22,6.4,4/25/22,8.2,5/6/22,8,,
1,11,CAIN3,A13,cohort 6,4/6/22,6.4,4/25/22,10.4,5/6/22,10,,4/11/22 switched green pick to pink
2,13,STDI,G11,cohort 4,4/11/22,15.6,4/25/22,18.9,5/6/22,18.9,,
2,4,STIN,G13,cohort 6,4/13/22,2.6,4/27/22,5.4,5/6/22,6,,
1,4,STGL1,D04,cohort 4,,,4/27/22,6.8,5/6/22,7,,
1,13,CAIN4,A07,cohort 6,4/13/22,7.1,4/27/22,10.2,5/6/22,10.6,,
4,11,STDR2,D06,cohort 5,4/17/22,7.8,4/27/22,11.4,5/6/22,11.4,,
1,7,CACO1,E13,cohort 6,4/11/22,5.6,4/27/22,11.8,5/6/22,11.9,,
1,9,STDI,B10,cohort 4,4/13/22,14.5,4/27/22,16.1,5/6/22,16.1,,
2,13,STDI,B04,cohort 3,4/15/22,17,4/27/22,19.2,5/6/22,19.8,,
4,14,STDI,F12,cohort 4,4/11/22,20.1,4/27/22,17.6,5/6/22,21.9,,
3,1,STIN,E05,cohort 6,4/15/22,5.1,4/29/22,6.2,5/6/22,6.2,,
2,12,STGL1,G07,cohort 2,4/13/22,5.1,4/29/22,7.2,5/6/22,7,,
2,8,CAAM,F04,cohort 6,4/18/22,6,4/29/22,12,5/6/22,12.3,,
2,1,CACO1,C01,cohort 6,4/18/22,6.6,4/29/22,12.5,5/6/22,13,,
4,7,STGL1,G09,cohort 2,4/13/22,5.5,5/2/22,6.6,5/6/22,6,,
4,5,CAAM,C05,cohort 6,4/13/22,5.6,5/2/22,9.2,5/6/22,9.2,,
2,8,CAAM,A11,cohort 6,4/18/22,5.5,5/2/22,9.5,5/6/22,9.4,,
4,4,CACO1,A01,cohort 6,4/18/22,7.6,5/2/22,11.8,5/6/22,11.8,,
1,12,CAAM,B10,cohort 6,4/20/22,6.7,5/2/22,13.8,5/6/22,13.8,,
4,2,STBR3,A11,cohort 1,4/4/22,8.1,,,5/6/22,13.4,,
4,11,STDR2,C01,cohort 5,4/20/22,4.1,5/6/22,7.6,5/8/22,7.7,,
3,4,STDR2,G13,cohort 2,4/1/22,4,4/20/22,5.9,5/9/22,6.9,,
3,4,STDR2,G11,cohort 1,4/7/22,4.1,4/20/22,6.2,5/9/22,7.2,,
1,5,STDR2,B14,cohort 4,4/6/22,4.5,4/22/22,6.8,5/9/22,7.4,,
3,10,STGL1,D12,cohort 4,4/6/22,3.6,4/25/22,11.2,5/9/22,10,,
3,8,STDI,A11,cohort 3,4/13/22,8.2,4/29/22,20.9,5/9/22,20.7,,
4,3,STPO,D08,cohort 3,4/25/22,12.2,5/2/22,9.6,5/9/22,14.8,,
1,2,STIN,B10,cohort 5,3/21/22,4.4,4/4/22,7.8,5/11/22,,,fruit looks older but marked 5/11
3,4,STDR2,B14,cohort 2,4/4/22,3.9,4/22/22,6.2,5/11/22,6.5,,
2,2,STDR2,D14,cohort 4,4/4/22,3.9,4/22/22,7.9,5/11/22,8.9,,
3,4,STDR2,D14,cohort 4,4/6/22,4.1,4/27/22,8.1,5/11/22,8.7,,
2,2,STDR2,F04,cohort 2,4/4/22,5.3,4/27/22,8.8,5/11/22,8.9,,
3,4,STDR2,C03,cohort 5,4/6/22,3.8,4/27/22,8.4,5/11/22,9.3,,
2,13,STDI,G03,cohort 2,4/11/22,15.6,4/27/22,18.7,5/11/22,19.7,,
3,13,CAIN3,F02,cohort 6,4/11/22,5.9,4/29/22,10.6,5/11/22,11.2,,
2,12,STGL1,F10,cohort 1,4/8/22,7.4,5/2/22,7.5,5/11/22,7.6,,
4,11,STDR2,G05,cohort 4,4/4/22,4.1,5/2/22,8,5/11/22,8.7,,
4,7,STGL1,C13,cohort 3,4/18/22,9.1,5/2/22,11.5,5/11/22,11.2,2/3/22,
2,7,STPO,E11,cohort 3,4/11/22,20.1,5/2/22,26.4,5/11/22,27.6,,
3,9,CAAM,F08,cohort 6,4/6/22,3.4,4/6/22,8,5/13/22,8.1,,
3,14,CACO1,F02,cohort 5,3/25/22,7.1,4/11/22,11.4,5/13/22,10.5,,
4,14,STDI,B04,cohort 2,4/6/22,13.8,4/15/22,15.2,5/13/22,15.1,,
3,10,STGL1,A07,cohort 3,2/16/22,3.9,4/18/22,4.5,5/13/22,5.9,,height recorded 3/30
3,11,STPO,A11,cohort 2,3/28/22,11.8,4/18/22,14.7,5/13/22,15.1,5/25/22,
3,9,CAAM,C01,cohort 3,4/6/22,1.7,4/20/22,1.7,5/13/22,1.7,,
4,7,STGL1,A05,cohort 2,4/6/22,6,4/20/22,7.4,5/13/22,7.4,,
3,11,STPO,A05,cohort 1,4/4/22,9.2,4/20/22,11.5,5/13/22,13.1,,
1,3,STPO,B14,cohort 3,4/13/22,11.6,4/22/22,12.4,5/13/22,15,,
4,7,STGL1,B12,cohort 4,4/11/22,8.8,4/25/22,10.6,5/13/22,10.1,,
2,2,STDR2,B06,cohort 3,4/6/22,3.5,4/27/22,4.9,5/13/22,5.1,,
3,5,CAAN1,F02,cohort 5,4/18/22,3.7,4/29/22,5.6,5/13/22,5.8,,
3,14,CACO1,A13,cohort 6,4/11/22,2.9,4/29/22,7.1,5/13/22,7.4,,
3,14,CACO1,D12,cohort 6,4/15/22,5.6,4/29/22,10.7,5/13/22,11.4,,
3,3,STBR3,B04,cohort 1,4/11/22,8.4,4/29/22,13.1,5/13/22,12.4,,
3,11,STPO,B04,cohort 2,4/6/22,10.1,4/29/22,14.9,5/13/22,15,,
4,11,STDR2,G09,cohort 2,4/11/22,4.2,5/2/22,5.3,5/13/22,5.4,,
4,7,STGL1,C01,cohort 3,4/13/22,4.5,5/2/22,2.1,5/13/22,7.1,,
4,11,STDR2,D08,cohort 2,4/4/22,4.3,5/2/22,6.5,5/13/22,7.3,,
4,5,CAAM,D08,cohort 6,4/18/22,4,5/2/22,8.2,5/13/22,8.3,,
4,4,CACO1,A09,cohort 6,4/13/22,5.3,5/2/22,11.6,5/13/22,11.1,,
3,8,STDI,G03,cohort 4,4/18/22,10.6,5/2/22,11.2,5/13/22,11.6,,
3,11,STPO,D14,cohort 3,4/6/22,9.6,5/2/22,14.2,5/13/22,14.4,,
2,10,STTO_TM2,D10,cohort 4,4/13/22,9.2,5/2/22,14.9,5/13/22,15.5,,
3,12,CAIN4,C07,cohort 6,4/13/22,9.8,5/2/22,15.6,5/13/22,15.8,,
3,8,STDI,G09,cohort 4,4/15/22,13.5,5/2/22,16.4,5/13/22,16.5,,
3,3,STBR3,C03,cohort 2,4/5/22,6.8,5/4/22,10.1,5/13/22,10.1,,
4,10,CAAN2,G13,cohort 1,3/16/22,2.9,5/6/22,4.4,5/13/22,4.9,,
4,9,CAAN1,B04,cohort 8,5/4/22,3,5/9/22,4.1,5/13/22,4.1,,
1,2,STIN,A03,cohort 7,4/25/22,3.9,5/2/22,5.6,5/16/22,6.1,,
1,8,STBR3,E11,cohort 2,4/11/22,7.3,5/2/22,11.2,5/16/22,11.4,,
1,8,STBR3,E03,cohort 1,4/18/22,8.4,5/4/22,11.4,5/16/22,11.6,,
3,3,STBR3,D08,cohort 3,4/18/22,4.7,5/9/22,7.1,5/16/22,7.5,,
3,9,CAAM,F12,cohort 6,4/29/22,5.4,5/9/22,11,5/16/22,11.2,,
2,2,STDR2,D12,cohort 4,4/6/22,5.5,4/22/22,8.7,5/18/22,9.6,,
1,5,STDR2,A09,cohort 3,4/6/22,2.9,4/27/22,4.4,5/18/22,4.7,,
2,2,STDR2,B10,cohort 3,4/4/22,4,4/27/22,5.5,5/18/22,5.6,,
2,2,STDR2,F12,cohort 5,4/18/22,6.3,4/27/22,8,5/18/22,9.5,,
2,3,CAIN3,F14,cohort 6,4/6/22,5.6,4/27/22,10.7,5/18/22,12,,
2,4,STIN,F04,cohort 6,4/13/22,2.1,4/29/22,4.5,5/18/22,5,,
2,5,STBR3,G09,cohort 2,4/11/22,7.1,4/29/22,9.7,5/18/22,12.1,,
4,11,STDR2,G07,cohort 4,4/11/22,6.7,5/2/22,9.2,5/18/22,8.9,,
2,5,STBR3,D04,cohort 3,4/13/22,8.8,5/2/22,12.1,5/18/22,13.2,,
2,2,STDR2,E09,cohort 2,4/11/22,1.7,5/4/22,4.7,5/18/22,6.2,,
2,5,STBR3,F12,cohort 3,4/15/22,9.2,5/4/22,12.7,5/18/22,13.5,,
2,12,STGL1,C01,cohort 3,4/18/22,5.4,5/6/22,6.8,5/18/22,7.1,,
2,12,STGL1,F06,cohort 4,4/20/22,6.9,5/6/22,10,5/18/22,10.2,,
1,4,STGL1,C13,cohort 5,4/25/22,8.1,5/6/22,9.9,5/18/22,10.4,,
2,14,CAIN4,D06,cohort 6,4/20/22,6.1,5/6/22,12.6,5/18/22,13.3,,
3,3,STBR3,C09,cohort 3,4/25/22,5.2,5/9/22,8.9,5/18/22,8.7,,
3,3,STBR3,E13,cohort 4,4/27/22,5.1,5/9/22,8.9,5/18/22,9,,
1,8,STBR3,E09,cohort 3,4/20/22,6.7,5/11/22,11.8,5/18/22,12.2,,
2,9,CAAN1,E13,cohort 3,3/7/22,,3/18/22,4.5,5/20/22,5,,
3,2,CAAN2,A01,cohort 3,2/21/22,1.3,4/20/22,1.3,5/20/22,1.4,,height recorded 3/30
2,2,STDR2,E05,cohort 2,4/4/22,6.5,4/20/22,6.9,5/20/22,7.1,,
4,11,STDR2,F06,cohort 1,3/28/22,4.3,4/20/22,6.6,5/20/22,7.4,,
1,3,STPO,G09,cohort 3,4/4/22,13.9,4/20/22,17.3,5/20/22,19.4,,
2,5,STBR3,A01,cohort 3,4/20/22,6.4,4/25/22,7.9,5/20/22,10.2,,
2,7,STPO,D08,cohort 3,4/8/22,12.8,4/25/22,15.3,5/20/22,15,,
2,6,CAAN2,B10,cohort 3,,,4/27/22,0.5,5/20/22,0.6,,
1,11,CAIN3,C05,cohort 6,3/25/22,4.2,4/27/22,5.5,5/20/22,5.5,,
2,2,STDR2,C07,cohort 2,4/8/22,4,4/27/22,5.5,5/20/22,5.5,,
1,5,STDR2,E05,cohort 3,4/11/22,4.2,4/27/22,5.8,5/20/22,6.1,,
1,8,STBR3,D10,cohort 1,4/6/22,6,4/27/22,7.2,5/20/22,7.2,,
2,7,STPO,E01,cohort 3,4/6/22,12.2,4/27/22,15.8,5/20/22,16.5,,
3,11,STPO,E13,cohort 3,4/6/22,12.5,4/27/22,17.5,5/20/22,18.9,,
3,8,STDI,F04,cohort 4,4/6/22,16.9,4/27/22,24.3,5/20/22,25.8,,
1,7,CACO1,F02,cohort 6,4/6/22,4.5,4/29/22,9.5,5/20/22,9.8,,
2,2,STDR2,A03,cohort 4,4/13/22,7.8,4/29/22,11.8,5/20/22,11.8,,
1,3,STPO,A09,cohort 2,4/6/22,8.4,4/29/22,14.1,5/20/22,14.7,,
1,2,STIN,F02,cohort 7,4/20/22,2.1,5/2/22,3.5,5/20/22,3.7,,
1,5,STDR2,F04,cohort 2,4/11/22,2.8,5/2/22,4.5,5/20/22,5.5,,
1,5,STDR2,A03,cohort 3,4/6/22,3.5,5/2/22,5.6,5/20/22,6,,
2,4,STIN,D06,cohort 7,4/27/22,5.3,5/2/22,7,5/20/22,7,,
4,11,STDR2,C11,cohort 5,4/20/22,4.5,5/2/22,6.9,5/20/22,7.1,,
1,5,STDR2,D10,cohort 5,4/18/22,4.7,5/2/22,7.6,5/20/22,7.9,,
3,4,STDR2,C01,cohort 5,4/18/22,5,5/2/22,7.8,5/20/22,7.9,,
4,11,STDR2,F10,cohort 2,4/11/22,5.6,5/2/22,7.2,5/20/22,8.1,,
2,2,STDR2,A07,cohort 5,3/4/22,7.4,5/2/22,8.6,5/20/22,8.6,,No pink pick
2,8,CAAM,B14,cohort 6,4/18/22,5.4,5/2/22,8.4,5/20/22,8.8,,
1,5,STDR2,D06,cohort 5,4/20/22,5.6,5/2/22,9,5/20/22,9,,
2,13,STDI,A09,cohort 5,4/15/22,8.2,5/2/22,11.1,5/20/22,11.5,,
1,9,STDI,A05,cohort 4,4/20/22,10.7,5/2/22,11.8,5/20/22,12.1,,
1,9,STDI,C05,cohort 3,4/15/22,10.5,5/2/22,12.5,5/20/22,12.2,,
1,9,STDI,B06,cohort 5,4/18/22,10,5/2/22,12.4,5/20/22,12.6,,
2,10,STTO_TM2,B12,cohort 3,4/4/22,6.1,5/2/22,12.1,5/20/22,13.2,,
2,7,STPO,A11,cohort 2,4/13/22,10,5/2/22,13.3,5/20/22,14.5,,
2,4,STIN,F10,cohort 6,4/15/22,2.4,5/4/22,3.9,5/20/22,3.9,,
4,9,CAAN1,D04,cohort 6,5/4/22,3.9,5/6/22,3.6,5/20/22,4.4,,
4,3,STPO,C05,cohort 3,4/13/22,6,5/6/22,6.1,5/20/22,6.3,,
3,1,STIN,C05,cohort 7,4/15/22,4.4,5/6/22,6.1,5/20/22,6.4,,
1,5,STDR2,F12,cohort 5,4/20/22,3.2,5/6/22,6.8,5/20/22,7,,
2,2,STDR2,A13,cohort 6,4/18/22,4.6,5/6/22,6.8,5/20/22,7.4,,
4,11,STDR2,B04,cohort 5,4/20/22,5.3,5/6/22,8.1,5/20/22,8.8,,
3,14,CACO1,G01,cohort 1,3/7/22,6.5,5/6/22,7.9,5/20/22,9.1,,height recorded 3/30
4,11,STDR2,C13,cohort 6,4/29/22,4.7,5/6/22,7.8,5/20/22,9.1,,
3,4,STDR2,D10,cohort 5,,,5/6/22,10.2,5/20/22,10.4,,
2,1,CACO1,E09,cohort 6,4/20/22,5.1,5/6/22,11.9,5/20/22,12,,
4,14,STDI,A01,cohort 4,4/22/22,9.9,5/6/22,11.9,5/20/22,12.2,,
1,8,STBR3,D06,cohort 3,4/20/22,10.2,5/6/22,15.1,5/20/22,15.3,,
2,2,STDR2,E01,cohort 5,4/25/22,3.6,5/9/22,7.6,5/20/22,7.9,,
3,9,CAAM,C13,cohort 6,4/22/22,3.6,5/9/22,8.3,5/20/22,9.4,,
3,3,STBR3,D10,cohort 1,4/13/22,5.3,5/9/22,9.5,5/20/22,9.9,,
3,10,STGL1,D04,cohort 5,5/2/22,9.6,5/9/22,10.2,5/20/22,10.7,,
1,6,STTO_TM2,A11,cohort 1,4/20/22,7.2,5/9/22,10.6,5/20/22,10.8,,
4,2,STBR3,C07,cohort 1,4/27/22,9.9,5/9/22,11.8,5/20/22,11.8,,
3,10,STGL1,B08,cohort 5,4/27/22,7.2,5/9/22,11.6,5/20/22,11.8,,
4,14,STDI,B02,cohort 5,5/2/22,11.2,5/9/22,11.3,5/20/22,12.1,,
2,5,STBR3,G05,cohort 4,4/20/22,8.2,5/9/22,12.2,5/20/22,13.5,,
1,11,CAIN3,A07,cohort 6,4/11/22,8.9,5/9/22,14.3,5/20/22,14.3,,
1,8,STBR3,D14,cohort 4,4/20/22,10.1,5/9/22,14.4,5/20/22,14.4,,
1,9,STDI,A07,cohort 5,5/2/22,10.4,5/11/22,10.8,5/20/22,10.8,,
4,7,STGL1,G01,cohort 5,4/27/22,7.8,5/11/22,11.1,5/20/22,10.8,,
3,12,CAIN4,E09,cohort 6,5/2/22,14.9,5/11/22,15.7,5/20/22,15.7,,
3,4,STDR2,C09,cohort 3,3/16/22,4.1,5/12/22,5.3,5/20/22,5.3,,
2,4,STIN,G01,cohort 8,4/27/22,2.1,5/13/22,4.7,5/20/22,4.7,,
3,1,STIN,E11,cohort 8,5/2/22,3.3,5/13/22,4.8,5/20/22,4.9,,
2,5,STBR3,E01,cohort 3,4/20/22,3.2,5/13/22,7.8,5/20/22,8.6,,
1,4,STGL1,A05,cohort 4,4/27/22,4.7,5/13/22,9.5,5/20/22,8.9,,
2,12,STGL1,G05,cohort 5,4/27/22,4.6,5/13/22,8.2,5/20/22,9,,
4,4,CACO1,C09,cohort 6,4/25/22,3.7,5/16/22,11.8,5/20/22,,,
2,5,STBR3,F04,cohort 2,4/25/22,4.1,5/18/22,7.1,5/20/22,6.8,,
2,1,CACO1,A01,cohort 6,4/27/22,4.5,,,5/20/22,8.5,,
1,13,CAIN4,B10,cohort 6,4/6/22,4.9,,,5/20/22,9.2,,
2,13,STDI,A03,cohort 2,4/8/22,11.6,,,5/20/22,14.9,,
1,4,STGL1,A13,cohort 1,4/11/22,5.3,4/27/22,6,5/23/22,6.4,,Already had pick for bud but no height
2,4,STIN,C09,cohort 7,4/18/22,3.2,5/6/22,4.5,5/23/22,5.6,,
1,5,STDR2,A11,cohort 6,4/20/22,3.1,5/6/22,6.9,5/23/22,7.8,,
1,5,STDR2,F02,cohort 5,4/20/22,2.8,5/11/22,7.1,5/23/22,7.3,,
3,7,STTO_TM2,B08,cohort 1,4/29/22,5.1,5/11/22,9.4,5/23/22,10.1,,
2,2,STDR2,F08,cohort 5,4/25/22,4.1,5/13/22,6.7,5/23/22,7.2,,
1,6,STTO_TM2,G05,cohort 1,4/25/22,8.4,5/13/22,9.5,5/23/22,13.2,,
3,3,STBR3,F12,cohort 5,4/25/22,8.9,5/13/22,15.1,5/23/22,15.1,,
1,4,STGL1,D06,cohort 5,5/2/22,8.7,5/16/22,10.1,5/23/22,10.6,,
1,8,STBR3,G09,cohort 3,4/22/22,6.1,5/16/22,10.2,5/23/22,11,,
1,8,STBR3,C03,cohort 5,4/29/22,5,5/18/22,8.3,5/23/22,8.3,,
2,7,STPO,E05,cohort 2,4/20/22,14,5/9/22,17.4,5/25/22,17.8,,
1,4,STGL1,B10,cohort 1,3/25/22,4.3,4/20/22,8.9,5/25/22,9.5,,
2,4,STIN,B02,cohort 6,4/13/22,2.5,4/22/22,3.4,5/25/22,5,,
2,12,STGL1,D04,cohort 4,4/6/22,6.1,4/22/22,10.1,5/25/22,10.6,,
2,9,CAAN1,C11,cohort 5,4/8/22,2.5,4/27/22,4.1,5/25/22,4.3,,
1,3,STPO,C07,cohort 2,4/6/22,7.9,4/27/22,11.1,5/25/22,11.8,,
3,11,STPO,E07,cohort 1,4/6/22,15.1,4/27/22,21.1,5/25/22,21.7,,
4,3,STPO,G05,cohort 3,4/6/22,17.2,4/29/22,23.9,5/25/22,26.5,,
2,13,STDI,B12,cohort 6,5/4/22,8.1,5/6/22,10.2,5/25/22,10.8,,
1,2,STIN,B02,cohort 7,4/27/22,3.1,5/9/22,4.2,5/25/22,6,,
1,2,STIN,E03,cohort 8,5/2/22,2.9,5/11/22,6.4,5/25/22,7.5,,
1,5,STDR2,A01,cohort 6,4/25/22,3.5,5/13/22,6.5,5/25/22,8.1,,Fr = 5/25
3,7,STTO_TM2,G05,cohort 2,4/18/22,4.2,5/13/22,9.4,5/25/22,10.4,,
1,8,STBR3,A11,cohort 3,4/20/22,4.7,5/16/22,8.4,5/25/22,9.5,,
2,5,STBR3,E13,cohort 4,4/20/22,6.2,5/16/22,9.1,5/25/22,9.5,,
1,6,STTO_TM2,D04,cohort 2,5/2/22,7.7,5/16/22,8,5/25/22,9.6,,
1,6,STTO_TM2,D06,cohort 3,4/25/22,6,5/16/22,9.4,5/25/22,10.1,,
2,5,STBR3,A11,cohort 4,5/2/22,4,5/18/22,5.5,5/25/22,5.5,,
2,10,STTO_TM2,E05,cohort 4,5/2/22,5.9,5/18/22,10.7,5/25/22,11.2,,
2,5,STBR3,C01,cohort 4,4/25/22,2.6,5/20/22,3.9,5/25/22,5.4,,
1,8,STBR3,B10,cohort 4,5/6/22,4.8,5/20/22,7.4,5/25/22,7.9,,
1,4,STGL1,C09,cohort 5,5/6/22,7.1,5/20/22,10.5,5/25/22,10.9,,
1,4,STGL1,D08,cohort 3,4/11/22,5.7,4/29/22,5.8,5/25/22,6.2,,
4,7,STGL1,C11,cohort 8,,,,,5/25/22,4.8,,
1,4,STGL1,E11,cohort 1,4/6/22,5.1,4/25/22,7.6,5/26/22,7.8,,
4,2,STBR3,C09,cohort 2,4/29/22,5.6,5/13/22,7.6,5/27/22,7.6,,
1,5,STDR2,G03,cohort 5,4/27/22,3.3,5/16/22,5.3,5/27/22,5.4,,
1,5,STDR2,F08,cohort 5,4/25/22,3.1,5/16/22,6.9,5/27/22,6.9,,1/24 pulled 2nd seed sprout
4,2,STBR3,D08,cohort 3,4/29/22,4.1,5/16/22,7.3,5/27/22,7.4,,
4,2,STBR3,E07,cohort 5,5/2/22,5.3,5/16/22,8.3,5/27/22,8.2,,
4,2,STBR3,E09,cohort 5,4/29/22,6.5,5/16/22,14,5/27/22,14.6,,
3,7,STTO_TM2,C11,cohort 1,4/29/22,9.3,5/16/22,14.3,5/27/22,15.7,,
3,14,CACO1,G07,cohort 6,5/2/22,11.1,5/6/22,13.4,5/28/22,13.5,,
3,3,STBR3,D12,cohort 5,5/13/22,5.2,5/15/22,6.6,5/31/22,6.2,,
3,4,STDR2,D02,cohort 6,5/6/22,4.5,5/16/22,5.5,5/31/22,8.3,,
4,11,STDR2,A03,cohort 6,5/2/22,3.7,5/18/22,5,5/31/22,5.2,,
4,11,STDR2,B06,cohort 6,4/29/22,2.6,5/18/22,5,5/31/22,5.7,,
4,7,STGL1,B14,cohort 5,5/13/22,5.6,5/20/22,5,5/31/22,6.5,,
2,5,STBR3,E09,cohort 5,5/2/22,4.3,5/20/22,7,5/31/22,7.2,,
2,2,STDR2,E07,cohort 5,5/13/22,6.8,5/20/22,7.5,5/31/22,7.5,,
4,11,STDR2,A01,cohort 8,5/13/22,4.1,5/23/22,4.9,5/31/22,6.3,,
3,1,STIN,D14,cohort 7,5/2/22,3,5/6/22,3.9,6/3/22,5.2,,
4,8,STIN,D08,cohort 7,5/2/22,2.8,5/16/22,3.5,6/3/22,5.4,,
4,6,CAIN3,G11,cohort 6,4/18/22,4.3,5/16/22,12.8,6/3/22,12.1,,
3,3,STBR3,E07,cohort 4,5/4/22,2.9,5/20/22,4.8,6/3/22,4.6,,
3,1,STIN,D08,cohort 8,5/9/22,2.9,5/20/22,4.6,6/3/22,4.8,,
2,2,STDR2,C11,cohort 6,,,5/20/22,5.4,6/3/22,6,,
4,13,STTO_TM2,E11,cohort 1,5/6/22,6,5/20/22,8.8,6/3/22,9.2,,
1,6,STTO_TM2,B02,cohort 4,5/6/22,9.2,5/20/22,12.3,6/3/22,13.2,,
4,4,CACO1,A13,cohort 7,5/6/22,7.5,5/20/22,12.2,6/3/22,13.4,,
1,3,STPO,A13,cohort 5,4/8/22,5,5/20/22,17.6,6/3/22,19.2,,
4,7,STGL1,C09,cohort 5,5/16/22,6.9,5/25/22,9.4,6/3/22,9.9,,
3,1,STIN,A09,cohort 8,5/18/22,2.5,5/27/22,3.1,6/3/22,3.8,,
4,2,STBR3,G09,cohort 5,5/18/22,5.5,5/27/22,5.6,6/3/22,6.9,,
2,5,STBR3,G11,cohort 5,5/11/22,5.4,5/27/22,7.8,6/3/22,7.8,,
1,8,STBR3,B08,cohort 5,5/6/22,5.6,5/20/22,9.8,6/10/22,9.8,,
2,6,CAAN2,D10,cohort 2,3/4/22,,3/18/22,5.1,6/13/22,5.1,,
3,10,STGL1,B04,cohort 2,4/6/22,6.7,4/15/22,7.2,6/13/22,7.9,,
3,10,STGL1,F12,cohort 4,4/18/22,8.3,5/2/22,10.2,6/13/22,10.4,,
2,7,STPO,A09,cohort 2,4/11/22,14,5/2/22,16.5,6/13/22,16.7,,
3,1,STIN,B04,cohort 7,5/2/22,5.5,5/4/22,6.5,6/13/22,6.2,,
1,1,CAAN2,A01,cohort 6,4/27/22,3.1,5/9/22,4.5,6/13/22,5.1,,
3,10,STGL1,C13,cohort 4,4/27/22,6.5,5/9/22,7.2,6/13/22,7.1,,
2,4,STIN,D02,cohort 7,4/27/22,3.1,5/13/22,5.7,6/13/22,7.1,,
4,7,STGL1,E07,cohort 4,4/13/22,4.7,5/13/22,9.6,6/13/22,9.1,,
3,8,STDI,A07,cohort 6,5/25/22,8.2,5/13/22,10.4,6/13/22,18.4,,
1,8,STBR3,B06,cohort 2,4/25/22,2.5,5/16/22,4.2,6/13/22,4.2,,
4,11,STDR2,D14,cohort 3,5/6/22,2.9,5/18/22,2.7,6/13/22,3.6,,
2,4,STIN,D08,cohort 7,5/2/22,3.5,5/18/22,2.2,6/13/22,8.5,,
3,7,STTO_TM2,E09,cohort 2,5/2/22,6.2,5/18/22,8.5,6/13/22,9.3,,
2,5,STBR3,C05,cohort 4,5/2/22,2.4,5/20/22,4,6/13/22,4.5,,
2,4,STIN,B04,cohort 8,5/2/22,2.3,5/20/22,4.4,6/13/22,4.5,,
4,13,STTO_TM2,F04,cohort 2,5/6/22,6.7,5/20/22,7.2,6/13/22,8.1,,
3,11,STPO,F02,cohort 1,5/2/22,9.2,5/20/22,11.1,6/13/22,11.4,,
