Pop,Bench,Block,Position,Cohort,Census Date,Flower/Bud Count,Mature Fruit Count,Pedicel Count,STTO-BH Height (cm),Notes (AC = Already Collected Plant)
CAIN3,2,3,B02,cohort 5,6/22/22,,,,,AC
CAIN3,2,3,B04,cohort 8,6/22/22,2,0,0,,
CAIN3,2,3,B06,cohort 4,6/22/22,,,,,AC
CAIN3,2,3,B08,cohort 2,6/22/22,,,,,AC
CAIN3,2,3,B10,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN3,2,3,B12,cohort 7,6/22/22,,,,,DIED
CAIN3,2,3,B14,cohort 1,6/22/22,,,,,AC
CAIN3,2,3,C01,cohort 4,6/22/22,,,,,AC
CAIN3,2,3,C03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN3,2,3,C05,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN3,2,3,C07,cohort 4,6/22/22,,,,,AC
CAIN3,2,3,C09,cohort 5,6/22/22,,,,,AC
CAIN3,2,3,C11,cohort 3,6/22/22,,,,,NO PLANT
CAIN3,2,3,C13,cohort 7,6/22/22,0,0,1,,
CAIN3,2,3,D02,cohort 4,6/22/22,,,,,AC
CAIN3,2,3,D04,cohort 4,6/22/22,,,,,AC
CAIN3,2,3,D06,cohort 1,6/22/22,,,,,AC
CAIN3,2,3,D08,cohort 2,6/22/22,,,,,NO PLANT
CAIN3,2,3,D10,cohort 1,6/22/22,,,,,AC
CAIN3,2,3,D12,cohort 5,6/22/22,0,0,2,,
CAIN3,2,3,D14,cohort 5,6/22/22,,,,,AC
CAIN3,2,3,E01,cohort 2,6/22/22,,,,,NO PLANT
CAIN3,2,3,E03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN3,2,3,E05,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAIN3,2,3,E07,cohort 7,6/22/22,,,,,AC
CAIN3,2,3,E09,cohort 1,6/22/22,1,0,3,,
CAIN3,2,3,E11,cohort 6,6/22/22,,,,,AC
CAIN3,2,3,E13,cohort 4,6/22/22,,,,,AC
CAIN3,2,3,F02,cohort 7,6/22/22,,,,,NO PLANT
CAIN3,2,3,F04,cohort 2,6/22/22,0,1,2,,
CAIN3,2,3,F06,cohort 3,6/22/22,,,,,AC
CAIN3,2,3,F08,cohort 3,6/22/22,,,,,NO PLANT
CAIN3,2,3,F10,cohort 2,6/22/22,,,,,NO PLANT
CAIN3,2,3,F12,cohort 7,6/22/22,,,,,NO PLANT
CAIN3,2,3,F14,cohort 6,6/22/22,,,,,AC
CAIN3,2,3,G01,cohort 7,6/22/22,,,,,NO PLANT
CAIN3,2,3,G03,cohort 3,6/22/22,,,,,NO PLANT
CAIN3,2,3,G05,cohort 1,6/22/22,,,,,AC
CAIN3,2,3,G07,cohort 5,6/22/22,,,,,NO PLANT
CAIN3,2,3,G09,cohort 5,6/22/22,,,,,NO PLANT
CAIN3,2,3,G11,cohort 3,6/22/22,,,,,NO PLANT
CAIN3,2,3,G13,cohort 6,6/22/22,,,,,NO PLANT
STIN,2,4,A01,cohort 8,6/22/22,0,2,1,,
STIN,2,4,A03,cohort 3,6/22/22,,,,,AC
STIN,2,4,A05,cohort 4,6/22/22,0,0,3,,
STIN,2,4,A07,cohort 1,6/22/22,,,,,AC
STIN,2,4,A09,cohort 5,6/22/22,,,,,AC
STIN,2,4,A11,cohort 5,6/22/22,,,,,AC
STIN,2,4,A13,cohort 5,6/22/22,,,,,AC
STIN,2,4,B02,cohort 6,6/22/22,0,0,6,,
STIN,2,4,B04,cohort 8,6/22/22,0,1,1,,
STIN,2,4,B06,cohort 1,6/22/22,,,,,AC
STIN,2,4,B08,cohort 3,6/22/22,,,,,AC
STIN,2,4,B12,cohort 8,6/22/22,0,1,2,,
STIN,2,4,B14,cohort 3,6/22/22,0,0,10,,
STIN,2,4,C01,cohort 1,6/22/22,,,,,AC
STIN,2,4,C03,cohort 3,6/22/22,,,,,AC
STIN,2,4,C05,cohort 7,6/22/22,,,,,DIED
STIN,2,4,C07,cohort 4,6/22/22,0,2,1,,
STIN,2,4,C09,cohort 7,6/22/22,1,1,1,,
STIN,2,4,C11,cohort 1,6/22/22,,,,,AC
STIN,2,4,C13,cohort 2,6/22/22,,,,,AC
STIN,2,4,D02,cohort 7,6/22/22,0,0,7,,
STIN,2,4,D04,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD
STIN,2,4,D06,cohort 7,6/22/22,0,1,1,,
STIN,2,4,D08,cohort 7,6/22/22,3,0,2,,
STIN,2,4,D10,cohort 8,6/22/22,0,0,4,,
STIN,2,4,D12,cohort 4,6/22/22,,,,,AC
STIN,2,4,D14,cohort 6,6/22/22,0,1,2,,
STIN,2,4,E01,cohort 4,6/22/22,,,,,AC
STIN,2,4,E03,cohort 4,6/22/22,,,,,AC
STIN,2,4,E05,cohort 8,6/22/22,0,1,1,,
STIN,2,4,E07,cohort 1,6/22/22,,,,,AC
STIN,2,4,E09,cohort 7,6/22/22,,,,,NO PLANT
STIN,2,4,E11,cohort 4,6/22/22,,,,,AC
STIN,2,4,E13,cohort 5,6/22/22,0,0,4,,
STIN,2,4,F02,cohort 2,6/22/22,,,,,AC
STIN,2,4,F04,cohort 6,6/22/22,0,1,0,,
STIN,2,4,F06,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STIN,2,4,F08,cohort 2,6/22/22,,,,,AC
STIN,2,4,F10,cohort 6,6/22/22,0,1,3,,
STIN,2,4,F12,cohort 6,6/22/22,0,0,1,,has red sword but plant still present
STIN,2,4,F14,cohort 3,6/22/22,,,,,AC
STIN,2,4,G01,cohort 8,6/22/22,0,1,4,,
STIN,2,4,G03,cohort 2,6/22/22,,,,,AC
STIN,2,4,G05,cohort 3,6/22/22,0,0,8,,
STIN,2,4,G07,cohort 5,6/22/22,0,1,4,,
STIN,2,4,G09,cohort 2,6/22/22,,,,,AC
STIN,2,4,G11,cohort 5,6/22/22,,,,,AC
STIN,2,4,G13,cohort 6,6/22/22,0,1,1,,
STBR3,2,5,A01,cohort 3,6/22/22,0,1,1,,
STBR3,2,5,A03,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD
STBR3,2,5,A05,cohort 8,6/22/22,0,0,0,,
STBR3,2,5,A07,cohort 5,6/22/22,,,,,AC
STBR3,2,5,A09,cohort 2,6/22/22,,,,,AC
STBR3,2,5,A11,cohort 4,6/22/22,0,1,0,,
STBR3,2,5,A13,cohort 1,6/22/22,,,,,AC
STBR3,2,5,B02,cohort 8,6/22/22,0,0,0,,
STBR3,2,5,B06,cohort 6,6/22/22,0,1,0,,
STBR3,2,5,B08,cohort 5,6/22/22,1,0,1,,
STBR3,2,5,B10,cohort 1,6/22/22,0,0,1,,
STBR3,2,5,B12,cohort 1,6/22/22,0,0,6,,
STBR3,2,5,B14,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STBR3,2,5,C01,cohort 4,6/22/22,1,1,0,,
STBR3,2,5,C03,cohort 6,6/22/22,,,,,AC
STBR3,2,5,C05,cohort 4,6/22/22,0,0,3,,
STBR3,2,5,C07,cohort 7,6/22/22,0,0,1,,
STBR3,2,5,C09,cohort 7,6/22/22,0,0,0,,
STBR3,2,5,C11,cohort 8,6/22/22,0,0,0,,
STBR3,2,5,C13,cohort 6,6/22/22,0,0,1,,
STBR3,2,5,D02,cohort 1,6/22/22,0,1,1,,
STBR3,2,5,D04,cohort 3,6/22/22,0,1,1,,
STBR3,2,5,D06,cohort 2,6/22/22,0,0,1,,
STBR3,2,5,D08,cohort 6,6/22/22,0,0,1,,
STBR3,2,5,D10,cohort 6,6/22/22,N/A,N/A,N/A,N/A,DEAD
STBR3,2,5,D12,cohort 7,6/22/22,0,0,0,,
STBR3,2,5,D14,cohort 2,6/22/22,0,0,1,,
STBR3,2,5,E01,cohort 3,6/22/22,0,1,1,,
STBR3,2,5,E03,cohort 8,6/22/22,0,0,0,,
STBR3,2,5,E05,cohort 5,6/22/22,0,1,0,,
STBR3,2,5,E07,cohort 8,6/22/22,0,0,0,,
STBR3,2,5,E09,cohort 5,6/22/22,0,1,0,,
STBR3,2,5,E11,cohort 6,6/22/22,0,0,1,,
STBR3,2,5,E13,cohort 4,6/22/22,0,1,0,,
STBR3,2,5,F02,cohort 5,6/22/22,0,0,1,,
STBR3,2,5,F04,cohort 2,6/22/22,0,1,0,,
STBR3,2,5,F06,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STBR3,2,5,F08,cohort 3,6/22/22,0,0,1,,
STBR3,2,5,F10,cohort 7,6/22/22,,,,,NO PLANT
STBR3,2,5,F12,cohort 3,6/22/22,0,1,1,,
STBR3,2,5,F14,cohort 7,6/22/22,,,,,NO PLANT
STBR3,2,5,G01,cohort 7,6/22/22,,,,,NO PLANT
STBR3,2,5,G03,cohort 4,6/22/22,0,1,1,,
STBR3,2,5,G05,cohort 4,6/22/22,0,2,0,,
STBR3,2,5,G07,cohort 2,6/22/22,,,,,AC
STBR3,2,5,G09,cohort 2,6/22/22,0,1,1,,
STBR3,2,5,G11,cohort 5,6/22/22,0,1,1,,
STBR3,2,5,G13,cohort 8,6/22/22,0,0,0,,
CAAN2,2,6,A01,cohort 3,6/22/22,,,,,AC
CAAN2,2,6,A03,cohort 7,6/22/22,0,0,1,,
CAAN2,2,6,A05,cohort 1,6/22/22,,,,,AC
CAAN2,2,6,A07,cohort 4,6/22/22,,,,,AC
CAAN2,2,6,A09,cohort 5,6/22/22,,,,,AC
CAAN2,2,6,A11,cohort 5,6/22/22,N/A,N/A,N/A,N/A,DEAD
CAAN2,2,6,A13,cohort 7,6/22/22,,,,,DIED
CAAN2,2,6,B02,cohort 5,6/22/22,,,,,NO PLANT
CAAN2,2,6,B04,cohort 6,6/22/22,0,0,2,,
CAAN2,2,6,B06,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,2,6,B08,cohort 7,6/22/22,,,,,NO PLANT
CAAN2,2,6,B10,cohort 3,6/22/22,0,0,1,,
CAAN2,2,6,B12,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
CAAN2,2,6,B14,cohort 4,6/22/22,,,,,NO PLANT
CAAN2,2,6,C01,cohort 6,6/22/22,,,,,NO PLANT
CAAN2,2,6,C03,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,2,6,C05,cohort 7,6/22/22,,,,,NO PLANT
CAAN2,2,6,C07,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,2,6,C09,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,2,6,C11,cohort 7,6/22/22,,,,,NO PLANT
CAAN2,2,6,C13,cohort 6,6/22/22,,,,,NO PLANT
CAAN2,2,6,D02,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,2,6,D04,cohort 5,6/22/22,,,,,NO PLANT
CAAN2,2,6,D06,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,2,6,D08,cohort 7,6/22/22,,,,,NO PLANT
CAAN2,2,6,D10,cohort 2,6/22/22,0,0,2,,
CAAN2,2,6,D12,cohort 3,6/22/22,,,,,NO PLANT
CAAN2,2,6,D14,cohort 2,6/22/22,,,,,NO PLANT
CAAN2,2,6,E03,cohort 3,6/22/22,,,,,NO PLANT
CAAN2,2,6,E05,cohort 6,6/22/22,,,,,NO PLANT
CAAN2,2,6,E07,cohort 1,6/22/22,,,,,AC
CAAN2,2,6,E09,cohort 6,6/22/22,,,,,NO PLANT
CAAN2,2,6,E11,cohort 5,6/22/22,,,,,AC
CAAN2,2,6,E13,cohort 4,6/22/22,,,,,NO PLANT
CAAN2,2,6,F02,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH
CAAN2,2,6,F04,cohort 6,6/22/22,,,,,NO PLANT
CAAN2,2,6,F06,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,2,6,F08,cohort 3,6/22/22,,,,,NO PLANT
CAAN2,2,6,F10,cohort 1,6/22/22,,,,,AC
CAAN2,2,6,F12,cohort 4,6/22/22,,,,,NO PLANT
CAAN2,2,6,F14,cohort 4,6/22/22,,,,,DIED
CAAN2,2,6,G01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,2,6,G03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,DEAD
CAAN2,2,6,G05,cohort 5,6/22/22,,,,,AC
CAAN2,2,6,G07,cohort 3,6/22/22,,,,,NO PLANT
CAAN2,2,6,G09,cohort 4,6/22/22,,,,,AC
CAAN2,2,6,G11,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN2,2,6,G13,cohort 1,6/22/22,,,,,AC
STPO,2,7,A01,cohort 5,6/22/22,0,0,3,,
STPO,2,7,A03,cohort 3,6/22/22,2,0,3,,
STPO,2,7,A05,cohort 8,6/22/22,0,0,1,,
STPO,2,7,A07,cohort 5,6/22/22,0,0,3,,
STPO,2,7,A09,cohort 2,6/22/22,0,0,4,,
STPO,2,7,A11,cohort 2,6/22/22,0,0,8,,
STPO,2,7,A13,cohort 4,6/22/22,,,,,NO PLANT
STPO,2,7,B02,cohort 2,6/22/22,0,0,1,,red sword but biomass present
STPO,2,7,B04,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD
STPO,2,7,B06,cohort 1,6/22/22,0,0,4,,
STPO,2,7,B08,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STPO,2,7,B10,cohort 1,6/22/22,0,0,2,,
STPO,2,7,B12,cohort 8,6/22/22,0,0,0,,
STPO,2,7,B14,cohort 8,6/22/22,0,0,0,,
STPO,2,7,C03,cohort 6,6/22/22,0,0,3,,
STPO,2,7,C05,cohort 4,6/22/22,,,,,NO PLANT
STPO,2,7,C07,cohort 4,6/22/22,,,,,AC
STPO,2,7,C09,cohort 6,6/22/22,0,0,1,,
STPO,2,7,C11,cohort 6,6/22/22,0,0,2,,
STPO,2,7,C13,cohort 5,6/22/22,0,2,2,,
STPO,2,7,D02,cohort 6,6/22/22,0,0,0,,
STPO,2,7,D04,cohort 4,6/22/22,,,,,
STPO,2,7,D06,cohort 4,6/22/22,0,1,2,,
STPO,2,7,D08,cohort 3,6/22/22,0,0,5,,
STPO,2,7,D10,cohort 7,6/22/22,0,0,0,,
STPO,2,7,D12,cohort 7,6/22/22,0,0,0,,
STPO,2,7,D14,cohort 7,6/22/22,N/A,N/A,N/A,N/A,DEAD
STPO,2,7,E01,cohort 3,6/22/22,0,0,3,,
STPO,2,7,E03,cohort 4,6/22/22,,,,,NO PLANT
STPO,2,7,E05,cohort 2,6/22/22,0,0,5,,
STPO,2,7,E07,cohort 6,6/22/22,0,0,2,,
STPO,2,7,E09,cohort 6,6/22/22,0,0,0,,
STPO,2,7,E11,cohort 3,6/22/22,0,0,10,,
STPO,2,7,E13,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD
STPO,2,7,F02,cohort 8,6/22/22,0,0,0,,
STPO,2,7,F04,cohort 2,6/22/22,0,1,3,,
STPO,2,7,F06,cohort 3,6/22/22,0,0,1,,
STPO,2,7,F08,cohort 5,6/22/22,1,0,1,,
STPO,2,7,F10,cohort 5,6/22/22,,,,,NO PLANT
STPO,2,7,F12,cohort 7,6/22/22,,,,,NO PLANT
STPO,2,7,F14,cohort 3,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STPO,2,7,G01,cohort 7,6/22/22,,,,,NO PLANT
STPO,2,7,G03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STPO,2,7,G05,cohort 2,6/22/22,,,,,AC
STPO,2,7,G07,cohort 7,6/22/22,,,,,NO PLANT
STPO,2,7,G09,cohort 1,6/22/22,0,0,4,,red sword
STPO,2,7,G11,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STPO,2,7,G13,cohort 5,6/22/22,,,,,NO PLANT
CAAM,2,8,A01,cohort 3,6/22/22,,,,,AC
CAAM,2,8,A03,cohort 1,6/22/22,,,,,AC
CAAM,2,8,A05,cohort 3,6/22/22,,,,,AC
CAAM,2,8,A07,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
CAAM,2,8,A09,cohort 7,6/22/22,,,,,AC
CAAM,2,8,A11,cohort 6,6/22/22,0,0,3,,
CAAM,2,8,A13,cohort 2,6/22/22,0,1,2,,
CAAM,2,8,B02,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH- AC
CAAM,2,8,B04,cohort 2,6/22/22,,,,,AC
CAAM,2,8,B06,cohort 4,6/22/22,,,,,AC
CAAM,2,8,B08,cohort 7,6/22/22,,,,,AC
CAAM,2,8,B10,cohort 3,6/22/22,,,,,AC
CAAM,2,8,B12,cohort 8,6/22/22,,,,,AC
CAAM,2,8,B14,cohort 6,6/22/22,0,1,2,,
CAAM,2,8,C01,cohort 4,6/22/22,0,1,1,,
CAAM,2,8,C03,cohort 2,6/22/22,,,,,AC
CAAM,2,8,C05,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAM,2,8,C07,cohort 1,6/22/22,,,,,AC
CAAM,2,8,C09,cohort 5,6/22/22,0,0,11,,
CAAM,2,8,C11,cohort 1,6/22/22,0,1,4,,
CAAM,2,8,C13,cohort 7,6/22/22,,,,,NO PLANT
CAAM,2,8,D02,cohort 5,6/22/22,,,,,AC
CAAM,2,8,D04,cohort 3,6/22/22,,,,,AC
CAAM,2,8,D06,cohort 4,6/22/22,,,,,AC
CAAM,2,8,D08,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
CAAM,2,8,D10,cohort 5,6/22/22,,,,,AC
CAAM,2,8,D12,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAM,2,8,D14,cohort 2,6/22/22,,,,,AC
CAAM,2,8,E01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAM,2,8,E03,cohort 6,6/22/22,,,,,AC
CAAM,2,8,E05,cohort 4,6/22/22,,,,,AC
CAAM,2,8,E09,cohort 4,6/22/22,,,,,NO PLANT
CAAM,2,8,E11,cohort 6,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAM,2,8,E13,cohort 7,6/22/22,,,,,NO PLANT
CAAM,2,8,F02,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAM,2,8,F04,cohort 6,6/22/22,0,1,3,,NO PLANT - PLANT WAS PRESENT
CAAM,2,8,F06,cohort 7,6/22/22,,,,,NO PLANT
CAAM,2,8,F08,cohort 7,6/22/22,,,,,NO PLANT
CAAM,2,8,F10,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD
CAAM,2,8,F12,cohort 5,6/22/22,,,,,AC
CAAM,2,8,F14,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAM,2,8,G01,cohort 3,6/22/22,,,,,NO PLANT
CAAM,2,8,G03,cohort 5,6/22/22,N/A,N/A,N/A,N/A,DEAD
CAAM,2,8,G05,cohort 5,6/22/22,,,,,AC
CAAM,2,8,G07,cohort 2,6/22/22,,,,,AC
CAAM,2,8,G09,cohort 3,6/22/22,,,,,NO PLANT
CAAM,2,8,G11,cohort 6,6/22/22,,,,,NO PLANT
CAAM,2,8,G13,cohort 4,6/22/22,,,,,NO PLANT
CAAN1,2,9,A01,cohort 1,6/22/22,,,,,AC
CAAN1,2,9,A03,cohort 4,6/22/22,,,,,AC
CAAN1,2,9,A05,cohort 6,6/22/22,,,,,AC
CAAN1,2,9,A07,cohort 6,6/22/22,,,,,AC
CAAN1,2,9,A09,cohort 7,6/22/22,0,0,0,,
CAAN1,2,9,A11,cohort 4,6/22/22,,,,,AC
CAAN1,2,9,A13,cohort 7,6/22/22,,,,,DIED
CAAN1,2,9,B02,cohort 3,6/22/22,,,,,AC
CAAN1,2,9,B04,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,2,9,B06,cohort 4,6/22/22,,,,,AC
CAAN1,2,9,B08,cohort 4,6/22/22,,,,,AC
CAAN1,2,9,B10,cohort 7,6/22/22,,,,,NO PLANT
CAAN1,2,9,B12,cohort 5,6/22/22,N/A,N/A,N/A,N/A,DEAD
CAAN1,2,9,B14,cohort 5,6/22/22,,,,,AC
CAAN1,2,9,C01,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
CAAN1,2,9,C03,cohort 6,6/22/22,,,,,DIED
CAAN1,2,9,C05,cohort 2,6/22/22,,,,,AC
CAAN1,2,9,C07,cohort 2,6/22/22,,,,,NO PLANT
CAAN1,2,9,C09,cohort 1,6/22/22,,,,,AC
CAAN1,2,9,C11,cohort 5,6/22/22,,,,,AC
CAAN1,2,9,C13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,2,9,D02,cohort 1,6/22/22,,,,,AC
CAAN1,2,9,D04,cohort 7,6/22/22,,,,,NO PLANT
CAAN1,2,9,D06,cohort 2,6/22/22,,,,,NO PLANT
CAAN1,2,9,D08,cohort 4,6/22/22,,,,,AC
CAAN1,2,9,D10,cohort 2,6/22/22,,,,,NO PLANT
CAAN1,2,9,D12,cohort 6,6/22/22,,,,,AC
CAAN1,2,9,D14,cohort 5,6/22/22,0,1,2,,
CAAN1,2,9,E01,cohort 7,6/22/22,,,,,NO PLANT
CAAN1,2,9,E03,cohort 2,6/22/22,,,,,AC
CAAN1,2,9,E05,cohort 6,6/22/22,,,,,NO PLANT
CAAN1,2,9,E07,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,2,9,E09,cohort 1,6/22/22,,,,,AC
CAAN1,2,9,E11,cohort 5,6/22/22,,,,,NO PLANT
CAAN1,2,9,E13,cohort 3,6/22/22,,,,,AC
CAAN1,2,9,F02,cohort 3,6/22/22,,,,,AC
CAAN1,2,9,F04,cohort 7,6/22/22,,,,,NO PLANT
CAAN1,2,9,F06,cohort 2,6/22/22,0,0,2,,
CAAN1,2,9,F08,cohort 5,6/22/22,,,,,NO PLANT
CAAN1,2,9,F10,cohort 3,6/22/22,,,,,AC
CAAN1,2,9,F12,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,2,9,F14,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,2,9,G01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
CAAN1,2,9,G03,cohort 3,6/22/22,,,,,NO PLANT
CAAN1,2,9,G05,cohort 6,6/22/22,,,,,NO PLANT
CAAN1,2,9,G07,cohort 3,6/22/22,,,,,NO PLANT
CAAN1,2,9,G09,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
CAAN1,2,9,G13,cohort 4,6/22/22,,,,,AC
STTO_TM2,2,10,A01,cohort 8,6/22/22,0,0,0,,
STTO_TM2,2,10,A03,cohort 2,6/22/22,1,0,0,,
STTO_TM2,2,10,A05,cohort 6,6/22/22,0,0,0,,
STTO_TM2,2,10,A07,cohort 1,6/22/22,0,0,0,,
STTO_TM2,2,10,A09,cohort 7,6/22/22,0,0,0,,
STTO_TM2,2,10,A11,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_TM2,2,10,B02,cohort 7,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,B04,cohort 6,6/22/22,0,0,0,,
STTO_TM2,2,10,B06,cohort 4,6/22/22,0,0,3,,
STTO_TM2,2,10,B08,cohort 1,6/22/22,1,1,0,,
STTO_TM2,2,10,B10,cohort 5,6/22/22,0,0,0,,
STTO_TM2,2,10,B12,cohort 3,6/22/22,0,1,3,,
STTO_TM2,2,10,B14,cohort 1,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,C01,cohort 7,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,C03,cohort 1,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,C05,cohort 5,6/22/22,0,0,0,,
STTO_TM2,2,10,C07,cohort 7,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,C09,cohort 5,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,C11,cohort 3,6/22/22,,,,,AC
STTO_TM2,2,10,C13,cohort 2,6/22/22,1,0,0,,
STTO_TM2,2,10,D02,cohort 7,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,D04,cohort 3,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,D06,cohort 4,6/22/22,0,0,1,,
STTO_TM2,2,10,D08,cohort 2,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,D10,cohort 4,6/22/22,0,2,1,,
STTO_TM2,2,10,D12,cohort 7,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,D14,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_TM2,2,10,E01,cohort 6,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,E03,cohort 3,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,E05,cohort 4,6/22/22,1,4,0,,
STTO_TM2,2,10,E07,cohort 6,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,E09,cohort 2,6/22/22,0,0,0,,
STTO_TM2,2,10,E11,cohort 4,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,E13,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_TM2,2,10,F02,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_TM2,2,10,F04,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH-AC
STTO_TM2,2,10,F06,cohort 6,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,F08,cohort 5,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,F10,cohort 5,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,F12,cohort 2,6/22/22,0,0,0,,
STTO_TM2,2,10,F14,cohort 3,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,G01,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_TM2,2,10,G03,cohort 2,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,G05,cohort 6,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,G07,cohort 1,6/22/22,1,0,0,,
STTO_TM2,2,10,G09,cohort 4,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,G11,cohort 5,6/22/22,,,,,NO PLANT
STTO_TM2,2,10,G13,cohort 3,6/22/22,,,,,NO PLANT
STTO_BH,2,11,A01,cohort 4,6/22/22,0,0,0,1.3,
STTO_BH,2,11,A03,cohort 4,6/22/22,0,0,0,1.5,
STTO_BH,2,11,A05,cohort 3,6/22/22,0,0,0,2.1,
STTO_BH,2,11,A07,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_BH,2,11,A09,cohort 3,6/22/22,0,0,0,1,
STTO_BH,2,11,A11,cohort 2,6/22/22,,,,,NO PLANT
STTO_BH,2,11,A13,cohort 7,6/22/22,,,,,DIED
STTO_BH,2,11,B02,cohort 4,6/22/22,N/A,N/A,N/A,N/A,DEAD
STTO_BH,2,11,B04,cohort 5,6/22/22,0,0,0,1.1,
STTO_BH,2,11,B06,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
STTO_BH,2,11,B08,cohort 4,6/22/22,0,0,0,0.5,
STTO_BH,2,11,B10,cohort 1,6/22/22,,,,,ON SHORT SEASON BENCH
STTO_BH,2,11,B12,cohort 5,6/22/22,0,0,0,0.7,
STTO_BH,2,11,B14,cohort 7,6/22/22,,,,,DIED
STTO_BH,2,11,C01,cohort 3,6/22/22,,,,,NO PLANT
STTO_BH,2,11,C03,cohort 8,6/22/22,N/A,N/A,N/A,N/A,NO PLANT
