Bench,Block,Pop,Position,Cohort,Census Date,Flower/Bud Count,Mature Fruit Count,Pedicel Count,STTO-BH Height (cm),Notes (AC = Already Collected Plant)
3,9,CAAM,F12,cohort 6,6/1/22,2,1,0,,
1,14,CAAN1,A01,cohort 6,6/1/22,2,1,0,,
4,11,STDR2,F10,cohort 2,6/1/22,2,1,0,,
1,5,STDR2,A03,cohort 3,6/1/22,2,1,0,,
1,5,STDR2,E05,cohort 3,6/1/22,2,1,0,,
4,11,STDR2,A03,cohort 6,6/1/22,2,1,0,,
2,2,STDR2,C11,cohort 6,6/1/22,2,1,0,,
3,10,STGL1,E03,cohort 2,6/1/22,2,1,0,,
4,7,STGL1,G09,cohort 2,6/1/22,2,1,0,,
3,10,STGL1,C13,cohort 4,6/1/22,2,1,0,,
3,10,STGL1,F04,cohort 4,6/1/22,2,1,0,,
1,4,STGL1,C09,cohort 5,6/1/22,2,1,0,,
4,8,STIN,A01,cohort 5,6/1/22,2,1,0,,
3,1,STIN,B04,cohort 7,6/1/22,2,1,0,,
2,4,STIN,D08,cohort 7,6/1/22,2,1,0,,
3,1,STIN,E11,cohort 8,6/1/22,2,1,0,,
3,7,STTO_TM2,E09,cohort 2,6/1/22,2,1,0,,
3,7,STTO_TM2,G05,cohort 2,6/1/22,2,1,0,,
1,6,STTO_TM2,B02,cohort 4,6/1/22,2,1,0,,
2,8,CAAM,B14,cohort 6,6/1/22,3,1,0,,
3,14,CACO1,G07,cohort 6,6/1/22,3,1,0,,
2,13,STDI,C03,cohort 3,6/1/22,3,1,0,,
4,11,STDR2,A01,cohort 8,6/1/22,3,1,0,,
1,4,STGL1,C13,cohort 5,6/1/22,3,1,0,,
3,11,STPO,F02,cohort 1,6/1/22,3,1,0,,
1,6,STTO_TM2,B10,cohort 4,6/1/22,3,1,0,,
4,7,STGL1,C03,cohort 2,6/1/22,0,1,1,,COLLECTED FRUIT
1,14,CAAN1,F10,cohort 1,6/1/22,0,1,1,,ON SHORT SEASON BENCH
2,5,STBR3,B14,cohort 1,6/1/22,0,1,1,,ON SHORT SEASON BENCH
3,9,CAAM,B08,cohort 3,6/1/22,0,1,1,,
4,5,CAAM,E11,cohort 3,6/1/22,0,1,1,,
3,9,CAAM,C07,cohort 5,6/1/22,0,1,1,,
4,5,CAAM,C07,cohort 6,6/1/22,0,1,1,,
3,2,CAAN2,A03,cohort 3,6/1/22,0,1,1,,
4,10,CAAN2,C13,cohort 5,6/1/22,0,1,1,,
2,1,CACO1,A09,cohort 3,6/1/22,0,1,1,,
3,14,CACO1,A13,cohort 6,6/1/22,0,1,1,,
3,14,CACO1,D12,cohort 6,6/1/22,0,1,1,,
2,1,CACO1,F12,cohort 6,6/1/22,0,1,1,,
4,6,CAIN3,A01,cohort 4,6/1/22,0,1,1,,
3,12,CAIN4,C13,cohort 5,6/1/22,0,1,1,,
4,12,CAIN4,C05,cohort 6,6/1/22,0,1,1,,
3,12,CAIN4,C07,cohort 6,6/1/22,0,1,1,,
3,12,CAIN4,E09,cohort 6,6/1/22,0,1,1,,
4,2,STBR3,C07,cohort 1,6/1/22,0,1,1,,
2,5,STBR3,D02,cohort 1,6/1/22,0,1,1,,
1,8,STBR3,E03,cohort 1,6/1/22,0,1,1,,
3,3,STBR3,C03,cohort 2,6/1/22,0,1,1,,
4,2,STBR3,C09,cohort 2,6/1/22,0,1,1,,
2,5,STBR3,F04,cohort 2,6/1/22,0,1,1,,
2,5,STBR3,G09,cohort 2,6/1/22,0,1,1,,
2,5,STBR3,A01,cohort 3,6/1/22,0,1,1,,
1,8,STBR3,A11,cohort 3,6/1/22,0,1,1,,
4,2,STBR3,D08,cohort 3,6/1/22,0,1,1,,
2,5,STBR3,E01,cohort 3,6/1/22,0,1,1,,
1,8,STBR3,E09,cohort 3,6/1/22,0,1,1,,
1,8,STBR3,G09,cohort 3,6/1/22,0,1,1,,
1,8,STBR3,B10,cohort 4,6/1/22,0,1,1,,
2,5,STBR3,E13,cohort 4,6/1/22,0,1,1,,
1,8,STBR3,C03,cohort 5,6/1/22,0,1,1,,
3,3,STBR3,D12,cohort 5,6/1/22,0,1,1,,
2,5,STBR3,E05,cohort 5,6/1/22,0,1,1,,
4,2,STBR3,E07,cohort 5,6/1/22,0,1,1,,
2,5,STBR3,E09,cohort 5,6/1/22,0,1,1,,
2,5,STBR3,G11,cohort 5,6/1/22,0,1,1,,
2,13,STDI,B04,cohort 3,6/1/22,0,1,1,,
1,9,STDI,A05,cohort 4,6/1/22,0,1,1,,
2,13,STDI,A09,cohort 5,6/1/22,0,1,1,,
4,11,STDR2,F06,cohort 1,6/1/22,0,1,1,,
3,4,STDR2,G11,cohort 1,6/1/22,0,1,1,,
3,4,STDR2,B14,cohort 2,6/1/22,0,1,1,,
2,2,STDR2,C05,cohort 2,6/1/22,0,1,1,,
2,2,STDR2,D02,cohort 2,6/1/22,0,1,1,,
2,2,STDR2,E09,cohort 2,6/1/22,0,1,1,,
1,5,STDR2,F04,cohort 2,6/1/22,0,1,1,,
2,2,STDR2,F04,cohort 2,6/1/22,0,1,1,,
3,4,STDR2,G07,cohort 2,6/1/22,0,1,1,,
3,4,STDR2,D12,cohort 4,6/1/22,0,1,1,,
2,2,STDR2,D14,cohort 4,6/1/22,0,1,1,,
2,2,STDR2,E01,cohort 5,6/1/22,0,1,1,,
2,2,STDR2,E07,cohort 5,6/1/22,0,1,1,,
2,2,STDR2,F08,cohort 5,6/1/22,0,1,1,,
2,2,STDR2,A13,cohort 6,6/1/22,0,1,1,,
1,4,STGL1,E11,cohort 1,6/1/22,0,1,1,,
4,7,STGL1,F04,cohort 2,6/1/22,0,1,1,,
2,12,STGL1,C01,cohort 3,6/1/22,0,1,1,,
2,12,STGL1,D02,cohort 4,6/1/22,0,1,1,,
4,8,STIN,F08,cohort 1,6/1/22,0,1,1,,
4,8,STIN,B14,cohort 5,6/1/22,0,1,1,,
3,1,STIN,F04,cohort 5,6/1/22,0,1,1,,
2,4,STIN,D14,cohort 6,6/1/22,0,1,1,,
2,4,STIN,F04,cohort 6,6/1/22,0,1,1,,
2,4,STIN,G13,cohort 6,6/1/22,0,1,1,,
3,1,STIN,C05,cohort 7,6/1/22,0,1,1,,
2,4,STIN,B12,cohort 8,6/1/22,0,1,1,,
3,14,CACO1,G01,cohort 1,6/1/22,1,1,1,,
4,11,STDR2,G11,cohort 3,6/1/22,1,1,1,,
1,5,STDR2,F12,cohort 5,6/1/22,1,1,1,,
1,5,STDR2,A01,cohort 6,6/1/22,1,1,1,,
1,4,STGL1,D04,cohort 4,6/1/22,1,1,1,,
4,7,STGL1,G01,cohort 5,6/1/22,1,1,1,,
3,9,CAAM,B02,cohort 5,6/1/22,2,1,1,,
3,14,CACO1,G11,cohort 5,6/1/22,2,1,1,,
1,8,STBR3,D10,cohort 1,6/1/22,2,1,1,,
2,5,STBR3,B06,cohort 6,6/1/22,2,1,1,,
3,10,STGL1,F12,cohort 4,6/1/22,2,1,1,,
4,7,STGL1,A13,cohort 4,6/1/22,3,1,1,,
3,10,STGL1,D04,cohort 5,6/1/22,3,1,1,,
4,8,STIN,C05,cohort 6,6/1/22,3,1,1,,
2,4,STIN,D02,cohort 7,6/1/22,3,1,1,,
3,8,STDI,E09,cohort 2,6/1/22,4,1,1,,
4,4,CACO1,A01,cohort 6,6/1/22,0,1,2,,COLLECTED FRUIT
3,7,STTO_TM2,B14,cohort 1,6/1/22,0,1,2,,ON SHORT SEASON BENCH
3,9,CAAM,F14,cohort 2,6/1/22,0,1,2,,
2,8,CAAM,A05,cohort 3,6/1/22,0,1,2,,
4,9,CAAN1,E09,cohort 2,6/1/22,0,1,2,,
4,9,CAAN1,C03,cohort 3,6/1/22,0,1,2,,
4,9,CAAN1,A05,cohort 4,6/1/22,0,1,2,,
3,5,CAAN1,E07,cohort 4,6/1/22,0,1,2,,
2,9,CAAN1,D14,cohort 5,6/1/22,0,1,2,,
2,9,CAAN1,A07,cohort 6,6/1/22,0,1,2,,
4,9,CAAN1,A07,cohort 6,6/1/22,0,1,2,,
3,2,CAAN2,G01,cohort 1,6/1/22,0,1,2,,
4,10,CAAN2,A01,cohort 6,6/1/22,0,1,2,,
2,1,CACO1,E11,cohort 4,6/1/22,0,1,2,,
2,3,CAIN3,F04,cohort 2,6/1/22,0,1,2,,
3,13,CAIN3,C03,cohort 6,6/1/22,0,1,2,,
2,14,CAIN4,D14,cohort 4,6/1/22,0,1,2,,
3,3,STBR3,D10,cohort 1,6/1/22,0,1,2,,
3,3,STBR3,C09,cohort 3,6/1/22,0,1,2,,
3,3,STBR3,D08,cohort 3,6/1/22,0,1,2,,
2,5,STBR3,C01,cohort 4,6/1/22,0,1,2,,
3,3,STBR3,E13,cohort 4,6/1/22,0,1,2,,
2,13,STDI,G03,cohort 2,6/1/22,0,1,2,,
1,9,STDI,G09,cohort 2,6/1/22,0,1,2,,
1,5,STDR2,A07,cohort 2,6/1/22,0,1,2,,
1,5,STDR2,E07,cohort 2,6/1/22,0,1,2,,
3,4,STDR2,G13,cohort 2,6/1/22,0,1,2,,
1,5,STDR2,A09,cohort 3,6/1/22,0,1,2,,
1,5,STDR2,B14,cohort 4,6/1/22,0,1,2,,
1,5,STDR2,C05,cohort 4,6/1/22,0,1,2,,
3,4,STDR2,D08,cohort 4,6/1/22,0,1,2,,
3,4,STDR2,D14,cohort 4,6/1/22,0,1,2,,
4,11,STDR2,G03,cohort 4,6/1/22,0,1,2,,
4,11,STDR2,C11,cohort 5,6/1/22,0,1,2,,
2,2,STDR2,F12,cohort 5,6/1/22,0,1,2,,
4,7,STGL1,A05,cohort 2,6/1/22,0,1,2,,
2,12,STGL1,G07,cohort 2,6/1/22,0,1,2,,
3,1,STIN,G05,cohort 4,6/1/22,0,1,2,,
4,8,STIN,B04,cohort 5,6/1/22,0,1,2,,
4,8,STIN,C13,cohort 5,6/1/22,0,1,2,,
3,1,STIN,E13,cohort 5,6/1/22,0,1,2,,
3,1,STIN,A07,cohort 6,6/1/22,0,1,2,,
3,1,STIN,B02,cohort 6,6/1/22,0,1,2,,
1,2,STIN,F02,cohort 7,6/1/22,0,1,2,,
4,8,STIN,C11,cohort 8,6/1/22,0,1,2,,
2,10,STTO_TM2,B06,cohort 4,6/1/22,0,1,2,,
3,8,STDI,G03,cohort 4,6/1/22,1,1,2,,
2,13,STDI,B12,cohort 6,6/1/22,1,1,2,,
3,9,CAAM,D14,cohort 2,6/1/22,2,1,2,,
1,9,STDI,A11,cohort 4,6/1/22,2,1,2,,
4,7,STGL1,B02,cohort 3,6/1/22,2,1,2,,
3,1,STIN,D14,cohort 7,6/1/22,2,1,2,,
1,7,CACO1,A01,cohort 5,6/1/22,3,1,2,,
2,1,CACO1,B04,cohort 5,6/1/22,4,1,2,,
1,2,STIN,E03,cohort 8,6/1/22,4,1,2,,
3,10,STGL1,E11,cohort 1,6/1/22,5,1,2,,
3,11,STPO,E03,cohort 3,6/1/22,5,1,2,,
4,2,STBR3,F04,cohort 1,6/1/22,0,1,3,,ON SHORT SEASON BENCH
2,9,CAAN1,E03,cohort 2,6/1/22,0,1,3,,
3,2,CAAN2,A01,cohort 3,6/1/22,0,1,3,,
1,1,CAAN2,F14,cohort 5,6/1/22,0,1,3,,
1,7,CACO1,E13,cohort 6,6/1/22,0,1,3,,
3,13,CAIN3,G11,cohort 6,6/1/22,0,1,3,,
4,2,STBR3,G01,cohort 1,6/1/22,0,1,3,,
4,11,STDR2,B12,cohort 2,6/1/22,0,1,3,,
1,5,STDR2,A05,cohort 3,6/1/22,0,1,3,,
4,11,STDR2,A05,cohort 4,6/1/22,0,1,3,,
1,5,STDR2,A13,cohort 4,6/1/22,0,1,3,,
1,5,STDR2,C03,cohort 4,6/1/22,0,1,3,,
3,4,STDR2,C03,cohort 5,6/1/22,0,1,3,,
4,7,STGL1,B12,cohort 4,6/1/22,0,1,3,,
2,12,STGL1,D04,cohort 4,6/1/22,0,1,3,,
1,2,STIN,C07,cohort 4,6/1/22,0,1,3,,
4,4,CACO1,F14,cohort 1,6/1/22,1,1,3,,ON SHORT SEASON BENCH
1,12,CAAM,E11,cohort 4,6/1/22,1,1,3,,
3,8,STDI,G09,cohort 4,6/1/22,1,1,3,,
2,4,STIN,A05,cohort 4,6/1/22,1,1,3,,
2,10,STTO_TM2,B12,cohort 3,6/1/22,1,1,3,,
4,14,STDI,C09,cohort 2,6/1/22,3,1,3,,
4,8,STIN,C07,cohort 4,6/1/22,5,1,3,,
1,12,CAAM,F08,cohort 2,6/1/22,0,1,4,,
3,9,CAAM,B06,cohort 4,6/1/22,0,1,4,,
1,7,CACO1,F12,cohort 6,6/1/22,0,1,4,,
3,3,STBR3,B04,cohort 1,6/1/22,0,1,4,,
2,2,STDR2,F10,cohort 4,6/1/22,0,1,4,,
4,8,STIN,F14,cohort 4,6/1/22,0,1,4,,
2,4,STIN,G07,cohort 5,6/1/22,0,1,4,,
4,8,STIN,E03,cohort 6,6/1/22,0,1,4,,
1,7,CACO1,D12,cohort 2,6/1/22,1,1,4,,
2,12,STGL1,A07,cohort 2,6/1/22,2,1,4,,
2,13,STDI,A03,cohort 2,6/1/22,3,1,4,,
3,9,CAAM,C09,cohort 4,6/1/22,4,1,4,,
3,8,STDI,E07,cohort 4,6/1/22,4,1,4,,
3,9,CAAM,F04,cohort 2,6/1/22,5,1,4,,
3,2,CAAN2,A13,cohort 5,6/1/22,9,1,4,,
3,9,CAAM,E09,cohort 5,6/1/22,0,1,5,,
4,4,CACO1,C07,cohort 5,6/1/22,0,1,5,,
3,4,STDR2,G09,cohort 5,6/1/22,0,1,5,,
1,4,STGL1,C07,cohort 2,6/1/22,0,1,5,,
1,2,STIN,C01,cohort 6,6/1/22,0,1,5,,
3,14,CACO1,F02,cohort 5,6/1/22,2,1,5,,
1,2,STIN,B10,cohort 5,6/1/22,3,1,5,,
4,9,CAAN1,A09,cohort 1,6/1/22,0,1,6,,ON SHORT SEASON BENCH
4,5,CAAM,B10,cohort 3,6/1/22,0,1,6,,
2,3,CAIN3,C09,cohort 5,6/1/22,0,1,6,,
2,13,STDI,A01,cohort 1,6/1/22,0,1,6,,
3,14,CACO1,F10,cohort 5,6/1/22,1,1,6,,
3,9,CAAM,B14,cohort 4,6/1/22,0,1,7,,
1,7,CACO1,A11,cohort 5,6/1/22,0,1,7,,
3,13,CAIN3,C11,cohort 4,6/1/22,0,1,7,,
4,14,STDI,D12,cohort 1,6/1/22,0,1,7,,
3,14,CACO1,E07,cohort 4,6/1/22,0,1,8,,
2,1,CACO1,A05,cohort 5,6/1/22,2,1,8,,
4,3,STPO,G05,cohort 3,6/1/22,4,1,8,,
2,1,CACO1,D12,cohort 3,6/1/22,0,1,9,,
1,11,CAIN3,A05,cohort 5,6/1/22,0,1,9,,
1,7,CACO1,D10,cohort 4,6/1/22,0,1,10,,
4,2,STBR3,C01,cohort 1,6/1/22,0,2,0,,ON SHORT SEASON BENCH
3,4,STDR2,B12,cohort 1,6/1/22,0,2,0,,ON SHORT SEASON BENCH
3,9,CAAM,C01,cohort 3,6/1/22,0,2,0,,
1,14,CAAN1,B12,cohort 1,6/1/22,0,2,0,,
2,5,STBR3,G05,cohort 4,6/1/22,0,2,0,,
1,9,STDI,B02,cohort 3,6/1/22,0,2,0,,
2,2,STDR2,D12,cohort 4,6/1/22,0,2,0,,
2,12,STGL1,G05,cohort 5,6/1/22,0,2,0,,
1,6,STTO_TM2,D04,cohort 2,6/1/22,0,2,0,,
4,9,CAAN1,D04,cohort 6,6/1/22,1,2,0,,
1,8,STBR3,B08,cohort 5,6/1/22,1,2,0,,
3,4,STDR2,B06,cohort 2,6/1/22,1,2,0,,
4,11,STDR2,C01,cohort 5,6/1/22,1,2,0,,
1,5,STDR2,D10,cohort 5,6/1/22,1,2,0,,
4,11,STDR2,C13,cohort 6,6/1/22,1,2,0,,
3,10,STGL1,D12,cohort 4,6/1/22,1,2,0,,
2,7,STPO,F04,cohort 2,6/1/22,1,2,0,,
1,6,STTO_TM2,D06,cohort 3,6/1/22,1,2,0,,
2,10,STTO_TM2,E05,cohort 4,6/1/22,1,2,0,,
4,11,STDR2,B04,cohort 5,6/1/22,2,2,0,,
3,7,STTO_TM2,C11,cohort 1,6/1/22,2,2,0,,
1,6,STTO_TM2,G05,cohort 1,6/1/22,2,2,0,,
1,6,STTO_TM2,A11,cohort 1,6/1/22,3,2,0,,
1,4,STGL1,A05,cohort 4,6/1/22,6,2,0,,
1,5,STDR2,B08,cohort 1,6/1/22,0,2,1,,ON SHORT SEASON BENCH
3,10,STGL1,G11,cohort 1,6/1/22,0,2,1,,ON SHORT SEASON BENCH
2,1,CACO1,A03,cohort 5,6/1/22,0,2,1,,
2,14,CAIN4,D06,cohort 6,6/1/22,0,2,1,,
1,8,STBR3,E11,cohort 2,6/1/22,0,2,1,,
1,8,STBR3,D06,cohort 3,6/1/22,0,2,1,,
1,8,STBR3,D14,cohort 4,6/1/22,0,2,1,,
3,3,STBR3,F12,cohort 5,6/1/22,0,2,1,,
1,9,STDI,B10,cohort 4,6/1/22,0,2,1,,
1,9,STDI,D10,cohort 4,6/1/22,0,2,1,,
1,5,STDR2,C01,cohort 2,6/1/22,0,2,1,,
2,2,STDR2,E05,cohort 2,6/1/22,0,2,1,,
3,4,STDR2,D06,cohort 3,6/1/22,0,2,1,,
3,4,STDR2,B04,cohort 4,6/1/22,0,2,1,,
4,11,STDR2,G05,cohort 4,6/1/22,0,2,1,,
4,11,STDR2,G07,cohort 4,6/1/22,0,2,1,,
4,11,STDR2,G13,cohort 4,6/1/22,0,2,1,,
2,2,STDR2,A07,cohort 5,6/1/22,0,2,1,,
3,4,STDR2,C01,cohort 5,6/1/22,0,2,1,,
1,5,STDR2,F02,cohort 5,6/1/22,0,2,1,,
1,5,STDR2,F08,cohort 5,6/1/22,0,2,1,,
3,4,STDR2,D02,cohort 6,6/1/22,0,2,1,,
2,10,STTO_TM2,F04,cohort 1,6/1/22,1,2,1,,ON SHORT SEASON BENCH
3,7,STTO_TM2,B08,cohort 1,6/1/22,1,2,1,,
1,6,STTO_TM2,B08,cohort 1,6/1/22,2,2,1,,ON SHORT SEASON BENCH
4,14,STDI,F12,cohort 4,6/1/22,2,2,1,,
3,2,CAAN2,A09,cohort 5,6/1/22,5,2,1,,
1,8,STBR3,A13,cohort 1,6/1/22,0,2,2,,ON SHORT SEASON BENCH
4,9,CAAN1,B04,cohort 8,6/1/22,0,2,2,,
3,3,STBR3,D06,cohort 3,6/1/22,0,2,2,,
4,2,STBR3,E09,cohort 5,6/1/22,0,2,2,,
2,13,STDI,F12,cohort 2,6/1/22,0,2,2,,
4,14,STDI,F14,cohort 3,6/1/22,0,2,2,,
2,13,STDI,G11,cohort 4,6/1/22,0,2,2,,
1,5,STDR2,D02,cohort 2,6/1/22,0,2,2,,
4,11,STDR2,E13,cohort 2,6/1/22,0,2,2,,
2,2,STDR2,F02,cohort 4,6/1/22,0,2,2,,
1,5,STDR2,D06,cohort 5,6/1/22,0,2,2,,
1,5,STDR2,A11,cohort 6,6/1/22,0,2,2,,
4,8,STIN,C09,cohort 6,6/1/22,0,2,2,,
1,3,STPO,A09,cohort 2,6/1/22,0,2,2,,
4,5,CAAM,E01,cohort 4,6/1/22,2,2,2,,
4,5,CAAM,E13,cohort 1,6/1/22,0,2,3,,FRUIT COLLECTED
4,5,CAAM,G05,cohort 1,6/1/22,0,2,3,,
4,5,CAAM,C01,cohort 2,6/1/22,0,2,3,,
2,1,CACO1,C11,cohort 5,6/1/22,0,2,3,,
2,5,STBR3,B12,cohort 1,6/1/22,0,2,3,,
2,13,STDI,B10,cohort 1,6/1/22,0,2,3,,
3,8,STDI,A09,cohort 4,6/1/22,0,2,3,,
4,14,STDI,F04,cohort 4,6/1/22,0,2,3,,
1,2,STIN,G01,cohort 8,6/1/22,0,2,3,,
1,3,STPO,B14,cohort 3,6/1/22,1,2,3,,
1,5,STDR2,D08,cohort 4,6/1/22,0,2,4,,
3,4,STDR2,E11,cohort 4,6/1/22,0,2,4,,
4,8,STIN,A03,cohort 4,6/1/22,0,2,4,,
3,1,STIN,F06,cohort 5,6/1/22,0,2,4,,
1,2,STIN,A03,cohort 7,6/1/22,0,2,4,,
2,10,STTO_TM2,D10,cohort 4,6/1/22,0,2,4,,
1,7,CACO1,F08,cohort 5,6/1/22,0,2,5,,
4,14,STDI,F06,cohort 2,6/1/22,0,2,6,,
1,4,STGL1,G03,cohort 2,6/1/22,9,2,6,,
1,7,CACO1,A03,cohort 4,6/1/22,1,2,7,,
3,14,CACO1,G03,cohort 4,6/1/22,0,2,15,,
4,2,STBR3,B04,cohort 1,6/1/22,0,3,0,,ON SHORT SEASON BENCH
3,4,STDR2,D10,cohort 5,6/1/22,0,3,0,,
2,7,STPO,E01,cohort 3,6/1/22,0,3,0,,
3,9,CAAM,E03,cohort 5,6/1/22,1,3,0,,
1,14,CAAN1,C13,cohort 5,6/1/22,1,3,0,,
4,11,STDR2,D06,cohort 5,6/1/22,1,3,0,,
1,6,STTO_TM2,A13,cohort 1,6/1/22,1,3,0,,
3,10,STGL1,C07,cohort 2,6/1/22,2,3,0,,
3,10,STGL1,B08,cohort 5,6/1/22,3,3,0,,
3,11,STPO,E07,cohort 1,6/1/22,3,3,0,,
1,3,STPO,A13,cohort 5,6/1/22,3,3,0,,
2,8,CAAM,B06,cohort 4,6/1/22,0,3,1,,
3,4,STDR2,A13,cohort 1,6/1/22,0,3,1,,
2,2,STDR2,A01,cohort 4,6/1/22,0,3,1,,
3,4,STDR2,E09,cohort 4,6/1/22,0,3,1,,
4,11,STDR2,G01,cohort 4,6/1/22,0,3,1,,
1,5,STDR2,E11,cohort 4,6/1/22,0,3,2,,
2,12,STGL1,F12,cohort 1,6/1/22,1,3,2,,ON SHORT SEASON BENCH
1,7,CACO1,A13,cohort 1,6/1/22,0,3,3,,ON SHORT SEASON BENCH
1,5,STDR2,B10,cohort 1,6/1/22,0,3,3,,
4,11,STDR2,D04,cohort 2,6/1/22,0,3,3,,
2,2,STDR2,A03,cohort 4,6/1/22,6,3,3,,
1,7,CACO1,A05,cohort 4,6/1/22,0,3,6,,
1,3,STPO,C09,cohort 3,6/1/22,0,3,6,,
4,14,STDI,C01,cohort 4,6/1/22,3,3,6,,
2,13,STDI,B08,cohort 4,6/1/22,1,3,13,,
3,11,STPO,B04,cohort 2,6/1/22,2,4,0,,
3,11,STPO,E13,cohort 3,6/1/22,3,4,0,,
3,11,STPO,D14,cohort 3,6/1/22,0,4,1,,
4,11,STDR2,E09,cohort 1,6/1/22,0,4,2,,
2,7,STPO,A11,cohort 2,6/1/22,4,4,2,,
4,14,STDI,D04,cohort 1,6/1/22,4,4,3,,
2,13,STDI,D02,cohort 4,6/1/22,7,4,4,,
3,8,STDI,F04,cohort 4,6/1/22,4,4,6,,
4,14,STDI,B12,cohort 1,6/1/22,0,5,1,,
2,7,STPO,E11,cohort 3,6/1/22,5,5,1,,
1,1,CAAN2,D10,cohort 4,6/1/22,4,6,3,,
1,6,STTO_TM2,C09,cohort 4,6/1/22,0,8,11,,
1,2,STIN,B04,cohort 5,6/1/22,1,11,16,,
1,2,STIN,A07,cohort 8,6/1/22,0,0,3,,
1,2,STIN,A05,cohort 6,6/1/22,0,0,4,,
1,12,CAAM,A03,cohort 1,6/1/22,,,,,AC
2,8,CAAM,A03,cohort 1,6/1/22,,,,,AC
4,5,CAAM,A07,cohort 1,6/1/22,,,,,AC
1,12,CAAM,B12,cohort 1,6/1/22,,,,,AC
2,8,CAAM,C07,cohort 1,6/1/22,,,,,AC
2,8,CAAM,C03,cohort 2,6/1/22,,,,,AC
4,5,CAAM,D14,cohort 2,6/1/22,,,,,AC
1,12,CAAM,F14,cohort 2,6/1/22,,,,,AC
4,5,CAAM,A09,cohort 3,6/1/22,,,,,AC
2,8,CAAM,B10,cohort 3,6/1/22,,,,,AC
4,5,CAAM,C03,cohort 5,6/1/22,,,,,AC
1,12,CAAM,C07,cohort 5,6/1/22,,,,,AC
2,8,CAAM,F12,cohort 5,6/1/22,,,,,AC
2,8,CAAM,G05,cohort 5,6/1/22,,,,,AC
2,8,CAAM,E03,cohort 6,6/1/22,,,,,AC
2,8,CAAM,A09,cohort 7,6/1/22,,,,,AC
1,12,CAAM,B06,cohort 7,6/1/22,,,,,AC
2,8,CAAM,B08,cohort 7,6/1/22,,,,,AC
2,8,CAAM,B12,cohort 8,6/1/22,,,,,AC
2,9,CAAN1,A01,cohort 1,6/1/22,,,,,AC
4,9,CAAN1,A11,cohort 1,6/1/22,,,,,AC
2,9,CAAN1,C09,cohort 1,6/1/22,,,,,AC
2,9,CAAN1,D02,cohort 1,6/1/22,,,,,AC
3,5,CAAN1,D04,cohort 1,6/1/22,,,,,AC
4,9,CAAN1,D10,cohort 1,6/1/22,,,,,AC
3,5,CAAN1,E05,cohort 1,6/1/22,,,,,AC
2,9,CAAN1,E09,cohort 1,6/1/22,,,,,AC
1,14,CAAN1,F02,cohort 1,6/1/22,,,,,AC
1,14,CAAN1,G03,cohort 1,6/1/22,,,,,AC
1,14,CAAN1,A09,cohort 2,6/1/22,,,,,AC
2,9,CAAN1,C05,cohort 2,6/1/22,,,,,AC
1,14,CAAN1,C11,cohort 2,6/1/22,,,,,AC
4,9,CAAN1,D02,cohort 2,6/1/22,,,,,AC
1,14,CAAN1,A05,cohort 3,6/1/22,,,,,AC
1,14,CAAN1,C07,cohort 3,6/1/22,,,,,AC
2,9,CAAN1,F02,cohort 3,6/1/22,,,,,AC
3,5,CAAN1,G05,cohort 3,6/1/22,,,,,AC
4,9,CAAN1,A01,cohort 4,6/1/22,,,,,AC
2,9,CAAN1,A03,cohort 4,6/1/22,,,,,AC
1,14,CAAN1,A07,cohort 4,6/1/22,,,,,AC
2,9,CAAN1,A11,cohort 4,6/1/22,,,,,AC
1,14,CAAN1,A13,cohort 4,6/1/22,,,,,AC
3,5,CAAN1,B02,cohort 4,6/1/22,,,,,AC
2,9,CAAN1,B06,cohort 4,6/1/22,,,,,AC
2,9,CAAN1,B08,cohort 4,6/1/22,,,,,AC
4,9,CAAN1,B10,cohort 4,6/1/22,,,,,AC
4,9,CAAN1,C11,cohort 4,6/1/22,,,,,AC
1,14,CAAN1,D02,cohort 4,6/1/22,,,,,AC
4,9,CAAN1,D12,cohort 4,6/1/22,,,,,AC
3,5,CAAN1,F10,cohort 4,6/1/22,,,,,AC
1,14,CAAN1,G09,cohort 4,6/1/22,,,,,AC
1,14,CAAN1,G13,cohort 4,6/1/22,,,,,AC
3,5,CAAN1,A13,cohort 5,6/1/22,,,,,AC
1,14,CAAN1,C03,cohort 5,6/1/22,,,,,AC
4,9,CAAN1,C09,cohort 5,6/1/22,,,,,AC
2,9,CAAN1,C11,cohort 5,6/1/22,,,,,AC
1,14,CAAN1,D04,cohort 5,6/1/22,,,,,AC
3,5,CAAN1,D06,cohort 5,6/1/22,,,,,AC
2,9,CAAN1,A05,cohort 6,6/1/22,,,,,AC
1,14,CAAN1,D08,cohort 6,6/1/22,,,,,AC
2,9,CAAN1,D12,cohort 6,6/1/22,,,,,AC
4,9,CAAN1,C13,cohort 7,6/1/22,,,,,AC
2,6,CAAN2,A05,cohort 1,6/1/22,,,,,AC
1,1,CAAN2,B02,cohort 1,6/1/22,,,,,AC
1,1,CAAN2,B04,cohort 1,6/1/22,,,,,AC
3,2,CAAN2,B04,cohort 1,6/1/22,,,,,AC
4,10,CAAN2,B08,cohort 1,6/1/22,,,,,AC
1,1,CAAN2,C05,cohort 1,6/1/22,,,,,AC
4,10,CAAN2,D10,cohort 1,6/1/22,,,,,AC
1,1,CAAN2,E07,cohort 1,6/1/22,,,,,AC
3,2,CAAN2,F08,cohort 1,6/1/22,,,,,AC
