Pop,Cohort,Bench,Position,Envelope 1 Fruits,Envelope 1 Seed Count,Envelope 1 Seed Weight (g),Envelope 1 date,Envelope 2 Fruits,Envelope 2 Seed Count,Envelope 2 Seed Weight (g),Envelope 2 date,Envelope 3 Fruits,Envelope 3 Seed Count,Envelope 3 Seed Weight (g),Envelope 3 date,Envelope 4 Fruits,Envelope 4 Seed Count,Envelope 4 Seed Weight (g),Envelope 4 date
CACO1,cohort 3,2,C09,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,2,D04,1,1,0.0025,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,2,D12,1,0,0,NA,1,0,0,NA,,,,NA,,,,NA
CACO1,cohort 3,2,E01,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,2,G03,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,2,B08,1,3,0.0062,NA,1,3,0.0069,NA,,,,NA,,,,NA
CACO1,cohort 4,2,E05,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,2,E11,1,1,0.002,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,2,E13,1,3,0.0056,5/4/22,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,2,F08,1,1,0.002,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,2,G05,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,2,A03,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,2,A05,1,1,0.0001,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,2,A07,1,1,0.002,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,2,B04,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,2,C11,1,1,0.0005,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,2,G01,1,3,0.0057,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,2,A01,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,2,C01,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,2,E09,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,2,F12,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,2,G09,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,2,G13,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,2,A11,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,2,B10,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,2,B12,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,2,D10,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,2,D14,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,2,F06,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,2,A13,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,2,C13,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,2,D02,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,2,D08,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,2,F04,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,2,G11,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,3,B02,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,3,B04,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,3,C09,1,4,0.0048,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,3,E01,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,3,F14,1,3,0.0065,4/28/22,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,3,G01,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,3,A01,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,3,A05,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,3,C05,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,3,D02,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,3,D10,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,3,E13,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,3,A07,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,3,A11,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,3,B14,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,3,C03,1,1,0.0014,5/4/22,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,3,C13,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,3,F12,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,3,B08,1,1,0.0012,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,3,B10,1,1,0.0013,5/19/22,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,3,E07,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,3,E09,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,3,G03,1,0,0,5/19/22,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,3,G13,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,3,C11,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,3,F02,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,3,F04,1,1,0.0018,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,3,F08,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,3,F10,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,3,G11,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,3,A13,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,3,D04,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,3,D12,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,3,E05,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,3,G07,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,3,G09,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,3,A09,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,3,C01,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,3,D08,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,3,E11,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,3,F06,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,3,G05,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,3,A03,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,3,B06,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,3,C07,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,3,D06,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,3,D14,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,3,E03,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,4,B02,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,4,C05,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,4,D10,1,1,0.0021,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,4,E11,1,1,0.0024,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,4,F14,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 1,4,G09,1,4,0.0067,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,4,A11,1,1,0.0005,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,4,B08,1,1,0.0018,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,4,D06,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,4,D14,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,4,F04,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 2,4,F08,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,4,A05,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,4,B04,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,4,C11,1,4,0.0082,NA,0,0,0,NA,,,,NA,,,,NA
CACO1,cohort 3,4,E05,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,4,E07,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 3,4,F02,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,4,A07,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,4,B14,1,2,0.004,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,4,D08,1,1,0.0018,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,4,E03,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,4,E09,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 4,4,F06,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,4,A03,1,1,0.0019,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,4,B06,2,1,0.0005,NA,1,0,0,NA,,,,NA,,,,NA
CACO1,cohort 5,4,B10,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,4,C01,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,4,C07,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 5,4,G13,1,3,0.0064,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,4,A01,1,0,0,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,4,A09,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,4,C09,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,4,C13,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,4,D04,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 6,4,D12,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,4,A13,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,4,F12,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,4,G01,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,4,G05,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,4,G07,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 7,4,G11,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,4,C03,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,4,D02,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,4,E01,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,4,E13,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,4,F10,,,,NA,,,,NA,,,,NA,,,,NA
CACO1,cohort 8,4,G03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,1,C03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,1,C09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,1,D08,1,3,0.0027,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,1,D14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,1,F04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,1,F12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,1,A11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,1,B10,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,1,B14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,1,C11,1,1,0.0016,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,1,E05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,1,E09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,1,B12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,1,C07,1,3,0.0037,NA,1,0,0,NA,,,,NA,,,,NA
CAIN3,cohort 3,1,D02,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,1,F14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,1,G03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,1,G11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,1,A03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,1,B06,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,1,D04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,1,D12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,1,E07,1,1,0.0006,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,1,E11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,1,A05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,1,C01,1,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,1,E03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,1,E13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,1,F02,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,1,G01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,1,A07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,1,A13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,1,B02,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,1,C05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,1,F08,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,1,G05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,1,D06,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,1,D10,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,1,E01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,1,G07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,1,G09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,1,G13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,1,A01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,1,A09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,1,B04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,1,B08,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,1,C13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,1,F10,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,2,A03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,2,B14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,2,D06,1,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,2,D10,1,6,0.0039,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,2,E09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,2,G05,1,1,0.0016,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,2,A07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,2,B08,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,2,D08,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,2,E01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,2,F04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,2,F10,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,2,A13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,2,C11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,2,F06,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,2,F08,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,2,G03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,2,G11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,2,B06,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,2,C01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,2,C07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,2,D02,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,2,D04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,2,E13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,2,B02,2,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,2,C09,2,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,2,D12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,2,D14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,2,G07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,2,G09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,2,A01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,2,A05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,2,A11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,2,E11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,2,F14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,2,G13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,2,B12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,2,C13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,2,E07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,2,F02,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,2,F12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,2,G01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,2,B04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,2,B10,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,2,C03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,2,C05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,2,E03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,2,E05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,3,A05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,3,B14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,3,C09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,3,E13,1,6,0.0056,NA,1,1,0.0005,NA,,,,NA,,,,NA
CAIN3,cohort 1,3,G03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,3,G07,1,4,0.0036,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,3,E01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,3,E03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,3,F14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,3,G01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,3,G09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,3,G13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,3,A13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,3,D02,1,2,0.0021,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,3,E05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,3,E07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,3,E09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,3,G05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,3,A11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,3,B06,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,3,C05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,3,C11,1,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,3,D06,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,3,D14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,3,A07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,3,A09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,3,B02,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,3,C07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,3,F10,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,3,F12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,3,C01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,3,C03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,3,D04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,3,F02,1,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,3,F08,1,2,0.0009,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,3,G11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,3,A01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,3,B04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,3,B10,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,3,D10,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,3,D12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,3,F06,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,3,A03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,3,B12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,3,C13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,3,D08,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,3,E11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,3,F04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,4,B08,1,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,4,C07,1,2,0.0024,4/14/22,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,4,D06,1,5,0.0071,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,4,E01,2,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,4,E09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 1,4,G13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,4,B02,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,4,E11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,4,E13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,4,F02,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,4,G01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 2,4,G03,1,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,4,B12,1,1,0.0014,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,4,C01,1,4,0.0048,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,4,D08,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,4,D10,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,4,E07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 3,4,F08,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,4,A01,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,4,A11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,4,A13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,4,C03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,4,C09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 4,4,F14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,4,A05,1,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,4,B06,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,4,B14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,4,D04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,4,D12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 5,4,G05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,4,A03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,4,B10,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,4,C11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,4,F06,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,4,G09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 6,4,G11,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,4,A09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,4,B04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,4,C05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,4,C13,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,4,D14,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 7,4,G07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,4,A07,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,4,D02,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,4,E03,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,4,E05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,4,F04,,,,NA,,,,NA,,,,NA,,,,NA
CAIN3,cohort 8,4,F12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN4,cohort 1,1,A03,1,2,0.0035,NA,,,,NA,,,,NA,,,,NA
CAIN4,cohort 1,1,A05,0,0,0,NA,,,,NA,,,,NA,,,,NA
CAIN4,cohort 1,1,B12,,,,NA,,,,NA,,,,NA,,,,NA
CAIN4,cohort 1,1,E05,,,,NA,,,,NA,,,,NA,,,,NA
CAIN4,cohort 1,1,E09,,,,NA,,,,NA,,,,NA,,,,NA
CAIN4,cohort 1,1,E13,1,4,0.0035,NA,,,,NA,,,,NA,,,,NA
CAIN4,cohort 2,1,A11,,,,NA,,,,NA,,,,NA,,,,NA
