Pop,Bench,Block,Position,Cohort,long.repro.census.date,long.flower.bud.count,long.mature.fruit.count,long.pedicel.count,long.STTO.BH.height.cm,long.repro.notes,short.repro.census.date,short.flower.bud.count,short.mature.fruit.count,short.pedicel.count,short.STTO.BH.height.cm,short.repro.notes,transplant.height.cm,transplant.height.notes,Mid.Season.Height.Pheno.Stage,Mid.Season.Height.cm,Mid.Season.Height.Notes,First.Bud.Date,first.bud.height.cm,First.Flower.Date,first.flower.height.cm,First.Fruit.Date,first.fruit.height.cm,Death.Date,phenology.notes,biomass.BGB.STTO.BH.g,total.ABG.biomass,biomass.notes,plant.date,transplant.date,rando.date,long.fruit.count.seeds,long.seed.counts,long.seed.weight.g,Season,Species
STDI,3,8,B12,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.4,11/23 from cohort 3b petri,V,6.4,,NA,NA,NA,NA,NA,NA,5/25/22,,NA,0.0146,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STDI
STDI,3,8,C07,cohort 3,6/22/22,0,0,1,,,6/1/22,2,0,1,NA,,1,11/23 from cohort 3b petri,V,1,,5/18/22,3.5,5/20/22,3.5,NA,NA,NA,,NA,0.0038,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STDI
STDI,4,14,A05,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,N/A,N/A,N/A,N/A,DEAD,0.5,11/30 cohort 3,V,0.4,,NA,NA,NA,NA,NA,NA,4/4/22,1/24 very small,NA,0,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STDI
STDI,4,14,F14,cohort 3,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,2,2,NA,,1.8,,V,8.6,,3/28/22,16.7,4/11/22,23.1,4/27/22,24.3,NA,,NA,0.0405,,11/1/21,11/18/21,12/9/21,2,11,0.0031,LONG,STDI
STDI,1,9,A01,cohort 4,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,1,NA,,1.3,,V,1.5,,NA,NA,NA,NA,NA,NA,6/15/22,,NA,0.0022,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STDI
STDI,1,9,A05,cohort 4,6/22/22,0,1,2,,,6/1/22,0,1,1,NA,,1.3,,V,1.2,,4/20/22,10.7,5/2/22,11.8,5/20/22,12.1,NA,,NA,0.0112,,11/22/21,12/9/21,12/30/21,1,3,8.00E-04,LONG,STDI
STDI,1,9,A11,cohort 4,6/22/22,0,1,3,,,6/1/22,2,1,2,NA,,2.2,,V,6.5,,3/28/22,11.4,4/11/22,15,4/29/22,15,NA,,NA,0.0422,,11/22/21,12/9/21,12/30/21,1,9,0.0022,LONG,STDI
STDI,1,9,B10,cohort 4,6/22/22,0,2,1,,,6/1/22,0,2,1,NA,,1.6,,V,5.4,,4/13/22,14.5,4/27/22,16.1,5/6/22,16.1,NA,,NA,0.0181,,11/22/21,12/9/21,12/30/21,1,1,2.00E-04,LONG,STDI
STDI,1,9,D10,cohort 4,6/22/22,0,2,2,,,6/1/22,0,2,1,NA,,2.1,,V,7,,4/8/22,19,4/22/22,22.1,5/2/22,21.4,NA,,NA,0.0316,,11/22/21,12/9/21,12/30/21,2,7,0.0023,LONG,STDI
STDI,2,13,B08,cohort 4,6/22/22,0,0,2,,,6/1/22,1,3,13,NA,,2.5,,V,11.1,,3/28/22,23.7,4/13/22,37.8,5/4/22,41.2,NA,,NA,0.1603,,11/22/21,12/9/21,12/30/21,1,0,0,LONG,STDI
STDI,2,13,D02,cohort 4,6/22/22,0,0,14,,,6/1/22,7,4,4,NA,,1.3,,V,8.1,,4/6/22,20.9,4/11/22,23.9,NA,NA,NA,,NA,0.0462,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STDI
STDI,2,13,D08,cohort 4,6/22/22,0,0,2,,,6/1/22,2,0,2,NA,,1.4,,V,0.6,,5/4/22,7.1,5/9/22,7.8,NA,NA,NA,,NA,0.0055,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STDI
STDI,2,13,D14,cohort 4,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,0,4,NA,,1.9,,V,5.4,,4/8/22,16.2,4/22/22,19.6,5/2/22,19,NA,,NA,0.0201,,11/22/21,12/9/21,12/30/21,2,7,0.0018,LONG,STDI
STDI,2,13,G11,cohort 4,6/22/22,0,1,3,,,6/1/22,0,2,2,NA,,1,,V,4.8,,4/11/22,15.6,4/25/22,18.9,5/6/22,18.9,NA,,NA,0.0202,,11/22/21,12/9/21,12/30/21,1,4,0.0023,LONG,STDI
STDI,3,8,A09,cohort 4,6/22/22,0,0,8,,,6/1/22,0,2,3,NA,,1.3,,V,3.4,,4/1/22,9,4/7/22,12.1,4/27/22,12.8,NA,,NA,0.0157,,11/22/21,12/9/21,12/30/21,2,18,0.0052,LONG,STDI
STDI,3,8,E07,cohort 4,6/22/22,0,1,13,,,6/1/22,4,1,4,NA,,2.3,,V,8.7,,4/6/22,22.6,4/15/22,26.2,4/29/22,26.3,NA,,NA,0.0362,,11/22/21,12/9/21,12/30/21,1,2,5.00E-04,LONG,STDI
STDI,3,8,F04,cohort 4,6/22/22,5,0,12,,,6/1/22,4,4,6,NA,,2,,V,7,,4/6/22,16.9,4/27/22,24.3,5/20/22,25.8,NA,,NA,0.0339,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STDI
STDI,3,8,G03,cohort 4,6/22/22,0,0,3,,,6/1/22,1,1,2,NA,,0.9,,V,3.5,,4/18/22,10.6,5/2/22,11.2,5/13/22,11.6,NA,,NA,0.009,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STDI
STDI,3,8,G09,cohort 4,6/22/22,0,1,4,,,6/1/22,1,1,3,NA,,1.4,,V,4.9,,4/15/22,13.5,5/2/22,16.4,5/13/22,16.5,NA,,NA,0.0209,,11/22/21,12/9/21,12/30/21,1,5,0.002,LONG,STDI
STDI,4,14,A01,cohort 4,6/22/22,0,0,6,,,6/1/22,2,0,1,NA,,0.9,,V,2.5,,4/22/22,9.9,5/6/22,11.9,5/20/22,12.2,NA,,NA,0.007,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STDI
STDI,4,14,C01,cohort 4,6/22/22,0,1,12,,,6/1/22,3,3,6,NA,,1.9,,V,9,,4/6/22,24,4/20/22,29,5/6/22,29,NA,,NA,0.0548,,11/22/21,12/9/21,12/30/21,1,1,4.00E-04,LONG,STDI
STDI,4,14,C13,cohort 4,6/22/22,0,0,2,,,6/1/22,6,0,3,NA,,1.4,,V,1.5,,4/20/22,7.2,5/16/22,7.8,NA,NA,NA,,NA,0.0105,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STDI
STDI,4,14,E13,cohort 4,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.4,cohort 4 petri dish; 12/30 dead,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,0,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STDI
STDI,4,14,F04,cohort 4,6/22/22,0,1,3,,,6/1/22,0,2,3,NA,,2.2,,V,7.9,,3/30/22,19,4/13/22,28.9,5/2/22,29.6,NA,,NA,0.043,,11/22/21,12/9/21,12/30/21,2,15,0.0055,LONG,STDI
STDI,4,14,F12,cohort 4,6/22/22,0,0,6,,,6/1/22,2,2,1,NA,,2.7,,V,7.9,,4/11/22,20.1,4/27/22,17.6,5/6/22,21.9,NA,,NA,0.0209,,11/22/21,12/9/21,12/30/21,3,2,5.00E-04,LONG,STDI
STDI,1,9,A07,cohort 5,6/22/22,0,1,2,,,6/1/22,2,0,1,NA,,1.1,,V,2.4,,5/2/22,10.4,5/11/22,10.8,5/20/22,10.8,NA,,NA,0.0083,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STDI
STDI,1,9,B06,cohort 5,6/22/22,4,3,6,,,6/1/22,3,0,4,NA,,1.2,1/11 petri,V,2.3,,4/18/22,10,5/2/22,12.4,5/20/22,12.6,NA,,NA,0.0174,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STDI
STDI,2,13,A09,cohort 5,6/22/22,0,1,2,,,6/1/22,0,1,1,NA,,1.5,1/11 late germ,V,2.4,,4/15/22,8.2,5/2/22,11.1,5/20/22,11.5,NA,,NA,0.0104,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STDI
STDI,3,8,A13,cohort 5,6/22/22,1,0,2,,,6/1/22,1,0,1,NA,,1,1/11 petri,V,2.2,,5/18/22,7.4,5/25/22,7.2,NA,NA,NA,,NA,0.0059,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STDI
STDI,4,14,B02,cohort 5,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,0,2,NA,,1.1,1/11 petri,V,2.3,,5/2/22,11.2,5/9/22,11.3,5/20/22,12.1,NA,,NA,0.0069,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STDI
STDI,1,9,A09,cohort 6,6/22/22,0,0,2,,,6/1/22,0,0,1,NA,,2.5,,V,2.1,,5/9/22,8.1,5/20/22,8.7,NA,NA,NA,,NA,0.006,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STDI
STDI,1,9,B12,cohort 6,6/22/22,3,1,2,,,6/1/22,1,0,2,NA,,0.9,2/3 petri,V,0.9,,5/6/22,7.9,5/16/22,8.9,NA,NA,NA,,NA,0.0084,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STDI
STDI,2,13,A05,cohort 6,6/22/22,2,0,1,,,6/1/22,0,0,1,NA,,1.5,,V,2.3,,4/25/22,8.2,6/13/22,9.3,NA,NA,NA,,NA,0.0122,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STDI
STDI,2,13,B12,cohort 6,6/22/22,0,1,3,,,6/1/22,1,1,2,NA,,0.8,2/3 petri,V,2.4,,5/4/22,8.1,5/6/22,10.2,5/25/22,10.8,NA,,NA,0.0061,,1/10/22,1/27/22,2/17/22,1,4,0.0014,LONG,STDI
STDI,3,8,A03,cohort 6,6/22/22,0,0,2,,,6/1/22,0,0,3,NA,,2.1,,V,1.9,,5/6/22,6.7,5/16/22,8,NA,NA,NA,,NA,0.0067,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STDI
STDI,3,8,A07,cohort 6,6/22/22,3,1,0,,,6/1/22,2,0,0,NA,,0.7,2/3 petri,V,2.1,,5/25/22,8.2,5/13/22,10.4,6/13/22,18.4,NA,,NA,0.0102,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STDI
STDI,4,14,A07,cohort 6,6/22/22,0,0,8,,,6/1/22,5,0,2,NA,,2.6,,V,3.2,,5/4/22,8,5/6/22,8.2,NA,NA,NA,,NA,0.0087,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STDI
STDI,4,14,C03,cohort 6,6/22/22,0,2,2,,,6/1/22,2,0,2,NA,,0.7,2/3 petri,V,2.2,,5/1/22,6,NA,NA,NA,NA,NA,,NA,0.0075,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STDI
STDI,1,9,B08,cohort 7,6/22/22,5,1,3,,,6/1/22,1,0,3,NA,,1.5,,,NA,not in yet,5/16/22,6.8,5/23/22,9.9,6/13/22,10.6,NA,,NA,0.0141,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,STDI
STDI,2,13,A11,cohort 7,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,0,NA,,0.5,,,NA,not in yet,NA,NA,NA,NA,NA,NA,6/10/22,4/20 resurrected,NA,0,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,STDI
STDI,1,9,B14,cohort 8,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,3,0,0,NA,,0.5,3/31/21,,NA,not in yet,5/25/22,5,5/31/22,7.3,NA,NA,NA,,NA,0.0105,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STDI
STDI,2,13,A13,cohort 8,6/22/22,2,0,0,,,6/1/22,1,0,0,NA,,0.7,3/31/21,,NA,not in yet,6/6/22,6.6,6/13/22,6.6,NA,NA,NA,,NA,0.0026,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STDI
STDI,3,8,A05,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,3.1,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0014,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STDI
STDI,3,8,B14,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,0.5,3/31/21,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0026,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STDI
STDI,4,14,A11,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.2,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0036,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STDI
STDI,4,14,A13,cohort 8,6/22/22,0,2,2,,,6/1/22,3,0,0,NA,,1,3/31/21,,NA,not in yet,5/27/22,6.8,6/3/22,9.6,6/13/22,10.6,NA,,NA,0.009,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STDI
STDR2,1,5,B08,cohort 1,6/22/22,N/A,N/A,N/A,N/A,ON SHORT SEASON BENCH-AC,6/1/22,0,2,1,NA,ON SHORT SEASON BENCH,1.1,,V,4.3,,3/14/22,5.3,4/8/22,9.5,5/2/22,9.8,NA,,NA,0.0187,,9/20/21,10/7/21,10/28/21,2,5,0.0017,SHORT,STDR2
STDR2,1,5,B10,cohort 1,6/22/22,0,0,5,,,6/1/22,0,3,3,NA,,1.4,,V,5.2,,3/14/22,6.5,4/1/22,11.5,4/20/22,11.5,NA,,NA,0.0231,,9/20/21,10/7/21,10/28/21,3,6,0.0029,LONG,STDR2
STDR2,1,5,C13,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,N/A,N/A,N/A,N/A,DEAD,0.5,,V,0.9,,NA,NA,NA,NA,NA,NA,4/6/22,"4/4/22 alive but very dry, death 0.4",NA,0.005,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,1,5,F06,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,N/A,N/A,N/A,N/A,DEAD,0.5,,V,0.9,,NA,NA,NA,NA,NA,NA,4/8/22,dead 4/8,NA,0.0092,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,1,5,F10,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.5,,V,0.9,,NA,NA,NA,NA,NA,NA,4/20/22,4/6 alive but very dry,NA,0.0063,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,1,5,G09,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.7,,V,0.9,,NA,NA,NA,NA,NA,NA,4/20/22,4/4/22 moss growing on cone,NA,0.0072,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,2,2,A09,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.5,,V,1,,NA,NA,NA,NA,NA,NA,3/23/22,,NA,0,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,2,2,A11,cohort 1,6/22/22,N/A,N/A,N/A,N/A,ON SHORT SEASON BENCH-AC,6/1/22,0,0,3,NA,ON SHORT SEASON BENCH,0.9,,B,8.6,,3/4/22,NA,3/23/22,11.7,4/8/22,11.7,NA,,NA,0.0254,,9/20/21,10/7/21,10/28/21,1,12,0.005,SHORT,STDR2
STDR2,2,2,B02,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,0,NA,,0.3,,V,0.7,,NA,NA,NA,NA,NA,NA,6/15/22,,NA,0,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,2,2,C01,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.3,,V,0.4,,NA,NA,NA,NA,NA,NA,4/15/22,,NA,0.0031,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,2,2,C13,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.6,,V,1.1,,NA,NA,NA,NA,NA,NA,4/18/22,,NA,0.0096,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,2,2,G13,cohort 1,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,0,4,NA,,0.6,,B,6.1,,3/11/22,6.5,3/28/22,11.1,4/20/22,12.6,NA,,NA,0.0256,,9/20/21,10/7/21,10/28/21,1,15,0.0062,LONG,STDR2
STDR2,3,4,A03,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.5,,V,1.1,,NA,NA,NA,NA,NA,NA,3/28/22,1.6 cm at death,NA,0.0067,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,3,4,A05,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.8,,V,1,,NA,NA,NA,NA,NA,NA,3/28/22,1.6 cm at death,NA,0.0109,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,3,4,A13,cohort 1,6/22/22,0,0,3,,,6/1/22,0,3,1,NA,,0.8,,V,3.8,,3/21/22,6.1,4/6/22,9.7,5/2/22,10.2,NA,,NA,0.0135,,9/20/21,10/7/21,10/28/21,2,4,0.0029,LONG,STDR2
STDR2,3,4,B12,cohort 1,6/22/22,N/A,N/A,N/A,N/A,ON SHORT SEASON BENCH-AC,6/1/22,0,2,0,NA,ON SHORT SEASON BENCH,0.6,from original flat 9/20 transplanted 10/12,V,2.3,,3/30/22,5.7,4/15/22,8.6,5/2/22,8.9,NA,,NA,0.0075,,9/20/21,10/7/21,10/28/21,2,4,0.0015,SHORT,STDR2
STDR2,3,4,C13,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.6,,V,1,,NA,NA,NA,NA,NA,NA,5/23/22,,NA,0.0065,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,3,4,G11,cohort 1,6/22/22,1,1,0,,,6/1/22,0,1,1,NA,,0.6,planted 10/8/21,V,2,,4/7/22,4.1,4/20/22,6.2,5/9/22,7.2,NA,,NA,0.0068,,9/20/21,10/7/21,10/28/21,1,0,0,LONG,STDR2
STDR2,4,11,B02,cohort 1,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,0,0,0,NA,,0.6,,V,1.5,,NA,NA,NA,NA,NA,NA,6/15/22,plant missing,NA,0.0046,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,4,11,C03,cohort 1,6/22/22,N/A,N/A,N/A,N/A,ON SHORT SEASON BENCH-AC,6/1/22,0,0,1,NA,ON SHORT SEASON BENCH,0.7,,V,2,,4/11/22,5.7,5/2/22,6.4,NA,NA,NA,,NA,0.006,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STDR2
STDR2,4,11,C07,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.6,,V,1.4,,NA,NA,NA,NA,NA,NA,4/27/22,,NA,0.0087,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,4,11,E09,cohort 1,6/22/22,3,3,5,,,6/1/22,0,4,2,NA,,0.7,planted 10/8/21,V,2,,3/28/22,3.6,4/20/22,9.6,5/2/22,11.5,NA,,NA,0.0205,,9/20/21,10/7/21,10/28/21,2,18,0.0094,LONG,STDR2
STDR2,4,11,F04,cohort 1,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,0,0,NA,,0.6,,V,1.5,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0042,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STDR2
STDR2,4,11,F06,cohort 1,6/22/22,0,1,2,,,6/1/22,0,1,1,NA,,0.7,from original flat from 9/20 transplanted 10/12,V,1.6,,3/28/22,4.3,4/20/22,6.6,5/20/22,7.4,NA,,NA,0.0081,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STDR2
STDR2,1,5,A07,cohort 2,6/22/22,0,1,1,,,6/1/22,0,1,2,NA,,0.6,,V,1.2,,3/28/22,2.9,4/20/22,5.5,5/6/22,5.5,NA,,NA,0.0054,,10/11/21,10/28/21,11/18/21,1,2,8.00E-04,LONG,STDR2
STDR2,1,5,C01,cohort 2,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,2,1,NA,,1.3,,V,2,,4/1/22,5.6,4/22/22,8.2,5/6/22,8.2,NA,,NA,0.0081,,10/11/21,10/28/21,11/18/21,2,0,0,LONG,STDR2
STDR2,1,5,D02,cohort 2,6/22/22,0,0,6,,,6/1/22,0,2,2,NA,,0.7,,V,4.5,,3/16/22,6,4/4/22,12.1,4/20/22,12.7,NA,,NA,0.0226,,10/11/21,10/28/21,11/18/21,2,13,0.0059,LONG,STDR2
STDR2,1,5,E07,cohort 2,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,1,2,NA,,0.9,11/2/21,V,2.4,,3/28/22,5.1,4/13/22,8.7,5/2/22,9,NA,,NA,0.0085,,10/11/21,10/28/21,11/18/21,1,4,0.0018,LONG,STDR2
STDR2,1,5,F04,cohort 2,6/22/22,0,1,1,,,6/1/22,0,1,1,NA,,0.7,,V,1.1,,4/11/22,2.8,5/2/22,4.5,5/20/22,5.5,NA,,NA,0.0019,,10/11/21,10/28/21,11/18/21,1,1,2.00E-04,LONG,STDR2
STDR2,1,5,G13,cohort 2,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,1.2,,V,2.9,,3/23/22,5,NA,NA,NA,NA,NA,,NA,0.0105,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STDR2
STDR2,2,2,C05,cohort 2,6/22/22,0,2,1,,,6/1/22,0,1,1,NA,,0.8,,V,2.1,,3/28/22,4.2,4/4/22,4.4,5/2/22,7.6,NA,added flower pick 4/13,NA,0.0107,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STDR2
STDR2,2,2,C07,cohort 2,6/22/22,0,1,1,,,6/1/22,0,1,0,NA,,0.7,,V,1.8,,4/8/22,4,4/27/22,5.5,5/20/22,5.5,NA,,NA,0.0082,,10/11/21,10/28/21,11/18/21,1,0,0,LONG,STDR2
STDR2,2,2,D02,cohort 2,6/22/22,0,2,1,,,6/1/22,0,1,1,NA,,1.1,,V,1.8,,3/28/22,3.7,4/13/22,6.9,5/2/22,7,NA,,NA,0.008,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STDR2
STDR2,2,2,E05,cohort 2,6/22/22,0,2,2,,,6/1/22,0,2,1,NA,,0.8,,V,1.7,,4/4/22,6.5,4/20/22,6.9,5/20/22,7.1,NA,,NA,0.0075,,10/11/21,10/28/21,11/18/21,1,1,3.00E-04,LONG,STDR2
STDR2,2,2,E09,cohort 2,6/22/22,0,1,1,,,6/1/22,0,1,1,NA,,1.2,,V,0.9,,4/11/22,1.7,5/4/22,4.7,5/18/22,6.2,NA,,NA,0.0068,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STDR2
STDR2,2,2,F04,cohort 2,6/22/22,0,1,1,,,6/1/22,0,1,1,NA,,0.7,11/2/21,V,1.7,,4/4/22,5.3,4/27/22,8.8,5/11/22,8.9,NA,,NA,0.0083,,10/11/21,10/28/21,11/18/21,1,2,9.00E-04,LONG,STDR2
STDR2,3,4,B06,cohort 2,6/22/22,0,1,2,,,6/1/22,1,2,0,NA,,0.8,,V,2,,3/25/22,4.6,4/18/22,7.7,5/4/22,8.7,NA,,NA,0.0093,,10/11/21,10/28/21,11/18/21,1,1,9.00E-04,LONG,STDR2
STDR2,3,4,B14,cohort 2,6/22/22,0,0,2,,,6/1/22,0,1,1,NA,,0.6,,V,1.5,,4/4/22,3.9,4/22/22,6.2,5/11/22,6.5,NA,,NA,0.0048,,10/11/21,10/28/21,11/18/21,1,1,5.00E-04,LONG,STDR2
STDR2,3,4,F06,cohort 2,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.1,,V,1.3,,NA,NA,NA,NA,NA,NA,NA,,NA,0,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STDR2
STDR2,3,4,G05,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,11/2/21,V,0.6,,NA,NA,NA,NA,NA,NA,5/20/22,,NA,0.0124,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STDR2
STDR2,3,4,G07,cohort 2,6/22/22,0,1,2,,,6/1/22,0,1,1,NA,,1.7,,V,1.7,,4/4/22,4.6,4/20/22,7.6,5/6/22,6.5,NA,,NA,0.0082,,10/11/21,10/28/21,11/18/21,1,1,5.00E-04,LONG,STDR2
STDR2,3,4,G13,cohort 2,6/22/22,0,1,2,,,6/1/22,0,1,2,NA,,0.7,,V,1.2,,4/1/22,4,4/20/22,5.9,5/9/22,6.9,NA,,NA,0.0067,,10/11/21,10/28/21,11/18/21,1,2,9.00E-04,LONG,STDR2
STDR2,4,11,B12,cohort 2,6/22/22,0,0,5,,,6/1/22,0,1,3,NA,,1,,V,2.6,,4/13/22,NA,4/15/22,7.8,5/2/22,7.8,NA,bud pick in (4/13),NA,0.011,,10/11/21,10/28/21,11/18/21,1,2,9.00E-04,LONG,STDR2
STDR2,4,11,D04,cohort 2,6/22/22,0,0,5,,,6/1/22,0,3,3,NA,,0.7,11/2/21,V,2.8,,3/25/22,6.3,4/13/22,11.7,5/4/22,12.5,NA,,NA,0.0202,,10/11/21,10/28/21,11/18/21,2,14,0.0067,LONG,STDR2
STDR2,4,11,D08,cohort 2,6/22/22,0,1,1,,,6/1/22,1,1,0,NA,,0.9,,V,2,,4/4/22,4.3,5/2/22,6.5,5/13/22,7.3,NA,,NA,0.0051,,10/11/21,10/28/21,11/18/21,1,2,9.00E-04,LONG,STDR2
STDR2,4,11,E13,cohort 2,6/22/22,0,0,4,,,6/1/22,0,2,2,NA,,0.8,,V,3.2,,3/25/22,6.3,4/13/22,10.2,4/27/22,11.2,NA,,NA,0.0141,,10/11/21,10/28/21,11/18/21,2,15,0.0075,LONG,STDR2
STDR2,4,11,F10,cohort 2,6/22/22,0,1,1,,,6/1/22,2,1,0,NA,,0.6,,V,2,,4/11/22,5.6,5/2/22,7.2,5/20/22,8.1,NA,,NA,0.0074,,10/11/21,10/28/21,11/18/21,1,16,0.0051,LONG,STDR2
STDR2,4,11,G09,cohort 2,6/22/22,0,1,2,,,6/1/22,1,1,0,NA,,0.7,,V,1.5,,4/11/22,4.2,5/2/22,5.3,5/13/22,5.4,NA,,NA,0.0029,,10/11/21,10/28/21,11/18/21,1,2,8.00E-04,LONG,STDR2
STDR2,1,5,A03,cohort 3,6/22/22,0,2,0,,,6/1/22,2,1,0,NA,,0.8,cohort 2,V,0.9,,4/6/22,3.5,5/2/22,5.6,5/20/22,6,NA,,NA,0.0061,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STDR2
STDR2,1,5,A05,cohort 3,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,1,3,NA,,1,,V,1.2,,3/28/22,4.2,4/4/22,7.5,4/29/22,8.5,NA,,NA,0.009,,11/1/21,11/18/21,12/9/21,1,10,0.0047,LONG,STDR2
