,Pop,Bench,Block,Position,Cohort,long.repro.census.date,long.flower.bud.count,long.mature.fruit.count,long.pedicel.count,long.STTO.BH.height.cm,long.repro.notes,short.repro.census.date,short.flower.bud.count,short.mature.fruit.count,short.pedicel.count,short.STTO.BH.height.cm,short.repro.notes,transplant.height.cm,transplant.height.notes,Mid.Season.Height.Pheno.Stage,Mid.Season.Height.cm,Mid.Season.Height.Notes,First.Bud.Date,first.bud.height.cm,First.Flower.Date,first.flower.height.cm,First.Fruit.Date,first.fruit.height.cm,Death.Date,phenology.notes,biomass.BGB.STTO.BH.g,total.ABG.biomass,biomass.notes,plant.date,transplant.date,rando.date,long.fruit.count.seeds,long.seed.counts,long.seed.weight.g,Season,Species,First.Bud.Date.jday,First.Flower.Date.jday,First.Fruit.Date.jday,rando.date.jday,Bud.season_days,Bud.data_days,Bud.perc_complete,Bud.chilling_Hours,Bud.utah_Model,Bud.chill_portions,Bud.GDH,Flower.season_days,Flower.data_days,Flower.perc_complete,Flower.chilling_Hours,Flower.utah_Model,Flower.chill_portions,Flower.GDH,Fruit.season_days,Fruit.data_days,Fruit.perc_complete,Fruit.chilling_Hours,Fruit.utah_Model,Fruit.chill_portions,Fruit.GDH,Bud.PTU,flower.PTU,fruit.PTU,bud.to.fruit.PTU
633,STBR3,3,3,B14,cohort 6,6/22/22,0,0,1,,,6/1/22,0,0,1,NA,,1.5,,V,1.7,,5/20/22,4.1,5/31/22,4.9,NA,NA,NA,,NA,0.0059,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STBR3,140,151,NA,48,93,93,100,207,-452,4.365625159,20075.70408,104,104,100,207,-657,4.365625159,22642.22008,NA,NA,NA,NA,NA,NA,NA,21489.35835,25630.76916,NA,NA
634,STBR3,3,3,C01,cohort 4,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.5,,V,0.7,,NA,NA,NA,NA,NA,NA,3/25/22,too wilted to measure,NA,0,NO PLANT,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STBR3,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,STBR3,3,3,C03,cohort 2,6/22/22,0,1,1,,,6/1/22,0,1,1,NA,,1.1,,V,2.9,,4/5/22,6.8,5/4/22,10.1,5/13/22,10.1,NA,,NA,0.0133,,10/11/21,10/28/21,11/18/21,1,3,0.0011,LONG,STBR3,95,124,133,322,139,139,100,882,845,47.04849389,22563.33161,168,168,100,909,635.5,47.04849389,29047.43791,177,177,100,925,571.5,47.04849389,31116.2367,18648.33738,26097.4279,28461.18103,10040.98364
636,STBR3,3,3,C07,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,,X,NA,,NA,NA,NA,NA,NA,NA,1/10/22,fungus 1/10/22,NA,0.0094,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STBR3,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,STBR3,3,3,C09,cohort 3,6/22/22,0,1,1,,,6/1/22,0,1,2,NA,,0.8,,V,2.4,,4/25/22,5.2,5/9/22,8.9,5/18/22,8.7,NA,,NA,0.0102,,11/1/21,11/18/21,12/9/21,1,6,0.0016,LONG,STBR3,115,129,138,343,138,138,100,815,560.5,38.94983163,23674.86302,152,152,100,817,423.5,38.94983163,26802.30453,161,161,100,831,328,38.94983163,28604.56772,20980.82863,24993.07258,27852.34166,7175.94714
638,STBR3,3,3,C11,cohort 6,6/22/22,0,0,1,,,6/1/22,1,0,0,NA,,1,,V,1.3,,NA,NA,NA,NA,NA,NA,NA,,NA,0.006,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STBR3,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,STBR3,3,3,C13,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.4,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0232,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STBR3,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,STBR3,3,3,D02,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1,,X,NA,,NA,NA,NA,NA,NA,NA,1/10/22,fungus 1/10/22,NA,0,NO PLANT,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STBR3,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,STBR3,3,3,D04,cohort 6,6/22/22,1,0,0,,,6/1/22,1,0,0,NA,,1.2,,V,1,,5/31/22,1,NA,NA,NA,NA,NA,,NA,0,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STBR3,151,NA,NA,48,104,104,100,207,-657,4.365625159,22642.22008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25630.76916,NA,NA,NA
642,STBR3,3,3,D06,cohort 3,6/22/22,0,2,2,,,6/1/22,0,2,2,NA,,0.7,,V,3,,4/25/22,10.1,5/11/22,13.8,NA,NA,NA,,NA,0.0041,,11/1/21,11/18/21,12/9/21,2,10,0.002,LONG,STBR3,115,131,NA,343,138,138,100,815,560.5,38.94983163,23674.86302,154,154,100,829,422,38.94983163,27208.89995,NA,NA,NA,NA,NA,NA,NA,20980.82863,25427.60303,NA,NA
643,STBR3,3,3,D08,cohort 3,6/22/22,0,1,3,,,6/1/22,0,1,2,NA,,1.5,,V,2.3,,4/18/22,4.7,5/9/22,7.1,5/16/22,7.5,NA,,NA,0.0071,,11/1/21,11/18/21,12/9/21,1,3,0.0004,LONG,STBR3,108,129,136,343,131,131,100,815,607.5,38.94983163,22032.66397,152,152,100,817,423.5,38.94983163,26802.30453,159,159,100,831,358,38.94983163,28231.13278,19223.52382,24993.07258,27100.16075,8103.961596
644,STBR3,3,3,D10,cohort 1,6/22/22,0,1,1,,,6/1/22,0,1,2,NA,,0.9,,V,2.5,,4/13/22,5.3,5/9/22,9.5,5/20/22,9.9,NA,,NA,0.0137,,9/20/21,10/7/21,10/28/21,1,5,0.0016,LONG,STBR3,103,129,140,301,168,168,100,910,759,48.84833034,29562.43446,194,194,100,923,563,48.84833034,35427.57597,205,205,100,937,424.5,48.84833034,37784.58994,23714.26393,30543.44301,34128.41696,10596.20554
645,STBR3,3,3,D12,cohort 5,6/22/22,0,1,0,,,6/1/22,0,1,1,NA,,0.6,,V,1.6,,5/13/22,5.2,5/15/22,6.6,5/31/22,6.2,NA,,NA,0.0047,,12/13/21,12/30/21,1/20/22,1,3,0.0005,LONG,STBR3,133,135,151,20,114,114,100,402,-190.5,10.90189401,23486.88015,116,116,100,402,-225,10.90189401,23914.41327,132,132,100,402,-516.5,10.90189401,27607.4899,22727.64771,23479.21697,29443.52919,7032.617738
646,STBR3,3,3,D14,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.6,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0077,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STBR3,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,STBR3,3,3,E01,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,,X,NA,,NA,NA,NA,NA,NA,NA,1/10/22,fungus 1/10/22,NA,0.0084,,9/20/21,10/7/21,10/28/21,0,0,0,SHORT,STBR3,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,STBR3,3,3,E03,cohort 3,6/22/22,0,0,1,,,6/1/22,1,0,0,NA,,1.2,,V,2.3,,5/31/22,3.2,NA,NA,6/13/22,3.6,NA,,NA,0.0074,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STBR3,151,NA,164,343,174,174,100,831,80,38.94983163,31725.8345,NA,NA,NA,NA,NA,NA,NA,187,187,100,831,-192.5,38.94983163,34828.92713,32719.45734,NA,38087.36679,5755.750109
649,STBR3,3,3,E07,cohort 4,6/22/22,0,1,1,,,6/1/22,1,1,0,NA,,1.1,,V,1.2,,5/4/22,2.9,5/20/22,4.8,6/3/22,4.6,NA,,NA,0.0037,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STBR3,124,140,154,364,126,126,100,577,108.5,23.39277967,24032.70164,142,142,100,593,-76.5,23.39277967,27655.59418,156,156,100,593,-339.5,23.39277967,30902.43091,22333.41391,27271.63771,32599.1467,10625.4115
650,STBR3,3,3,E09,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.1,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0148,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STBR3,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,STBR3,3,3,E11,cohort 2,6/22/22,0,0,3,,,6/1/22,2,0,1,NA,,1,,V,2.7,,4/18/22,3.9,5/25/22,4.8,NA,NA,NA,,NA,0.0077,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STBR3,108,145,NA,322,152,152,100,909,773,47.04849389,25543.67591,189,189,100,925,348.5,47.04849389,33771.05797,NA,NA,NA,NA,NA,NA,NA,21681.12899,33083.95889,NA,NA
652,STBR3,3,3,E13,cohort 4,6/22/22,0,1,2,,,6/1/22,0,1,2,NA,,1.4,,V,1.4,,4/27/22,5.1,5/9/22,8.9,5/18/22,9,NA,,NA,0.0145,,11/22/21,12/9/21,12/30/21,1,11,0.0046,LONG,STBR3,117,129,138,364,119,119,100,577,180,23.39277967,22584.51146,131,131,100,579,62,23.39277967,25298.58021,140,140,100,593,-33.5,23.39277967,27100.8434,20246.21469,23686.66376,26545.93284,6567.284836
653,STBR3,3,3,F02,cohort 6,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,N/A,N/A,N/A,N/A,DEAD,1.1,,V,1.5,,NA,NA,NA,NA,NA,NA,4/6/22,"1.4 cm at death, dry",NA,0.0036,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STBR3,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,STBR3,3,3,F04,cohort 6,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.1,,V,1.1,,NA,NA,NA,NA,NA,NA,3/25/22,1.5 cm at death,NA,0.0064,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STBR3,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,STBR3,3,3,F06,cohort 5,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1,,V,2.7,,NA,NA,NA,NA,NA,NA,3/25/22,3.5 cm at death,NA,0.029,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STBR3,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,STBR3,3,3,F08,cohort 5,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1,,V,2,,NA,NA,NA,NA,NA,NA,3/28/22,2.5 cm at death,NA,0.0499,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STBR3,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,STBR3,3,3,F10,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.3,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0066,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STBR3,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,STBR3,3,3,F12,cohort 5,6/22/22,0,2,1,,,6/1/22,0,2,1,NA,,0.8,,V,2.4,,4/25/22,8.9,5/13/22,15.1,5/23/22,15.1,NA,,NA,0.0269,,12/13/21,12/30/21,1/20/22,2,16,0.0035,LONG,STBR3,115,133,143,20,96,96,100,386,-36,10.90189401,19556.51841,114,114,100,402,-190.5,10.90189401,23486.88015,124,124,100,402,-365.5,10.90189401,25686.82699,17704.90049,22727.64771,26450.54623,9050.07986
659,STBR3,3,3,F14,cohort 3,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.1,11/23 cohort 3,X,NA,,NA,NA,NA,NA,NA,NA,2/1/22,1/31/22 looks bad,NA,0,NO PLANT,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STBR3,NA,NA,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,STBR3,3,3,G01,cohort 1,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1,,X,NA,,NA,NA,NA,NA,NA,NA,1/10/22,fungus 1/10/22,NA,0.015,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STBR3,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,STBR3,3,3,G03,cohort 4,6/22/22,0,0,2,,,6/1/22,1,0,1,NA,,1.5,,V,1.2,,5/23/22,5.2,NA,NA,6/13/22,6.2,NA,,NA,0.0042,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STBR3,143,NA,164,364,145,145,100,593,-130.5,23.39277967,28301.44727,NA,NA,NA,NA,NA,NA,NA,166,166,100,593,-554,23.39277967,33325.20281,28420.06556,NA,36780.95797,8760.73194
662,STBR3,3,3,G05,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.1,,X,NA,,NA,NA,NA,NA,NA,NA,1/10/22,fungus 1/10/22,NA,0.001,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STBR3,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,STBR3,3,3,G07,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.2,Late cohort 7,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0046,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STBR3,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,STBR3,3,3,G09,cohort 3,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,11/23 cohort 3,X,NA,,NA,NA,NA,NA,NA,NA,2/4/22,mold 2/4/22,NA,0,NO PLANT,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STBR3,NA,NA,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,STBR3,3,3,G11,cohort 5,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1,1/11 late germ,V,1.3,,NA,NA,NA,NA,NA,NA,3/28/22,2.2 cm at death,NA,0.0127,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STBR3,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,STBR3,3,3,G13,cohort 5,6/22/22,0,0,1,,,6/1/22,0,0,1,NA,,1.2,1/11 late germ,V,1.5,,5/11/22,4.2,NA,NA,NA,NA,NA,,NA,0.0118,,12/13/21,12/30/21,1/20/22,0,0,0,LONG,STBR3,131,NA,NA,20,112,112,100,400,-174.5,10.90189401,23090.55535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22151.67488,NA,NA,NA
667,STBR3,4,2,A01,cohort 4,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,N/A,N/A,N/A,N/A,DEAD,0.6,,X,0.7,newly dead,NA,NA,NA,NA,NA,NA,4/4/22,,NA,0,NO PLANT,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STBR3,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,STBR3,4,2,A03,cohort 2,6/22/22,NA,NA,NA,NA,AC,6/1/22,NA,NA,NA,NA,AC,0.8,,V,1.4,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0023,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STBR3,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,STBR3,4,2,A05,cohort 7,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,0.7,cohort 6,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,STBR3,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,STBR3,4,2,A07,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0122,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STBR3,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,STBR3,4,2,A09,cohort 6,6/22/22,v,,,,DEAD,6/1/22,0,0,0,NA,,1,Cohort 5,V,1.3,,NA,NA,NA,NA,NA,NA,6/13/22,,NA,0.0022,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STBR3,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,STBR3,4,2,A11,cohort 1,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,0,2,NA,,1.2,,V,5.1,,4/4/22,8.1,NA,NA,5/6/22,13.4,NA,,NA,0.0453,,9/20/21,10/7/21,10/28/21,1,8,0.0019,LONG,STBR3,94,NA,126,301,159,159,100,894,826,48.84833034,27428.0717,NA,NA,NA,NA,NA,NA,NA,191,191,100,921,580.5,48.84833034,34677.36622,21512.96265,NA,29801.4753,8506.260922
673,STBR3,4,2,A13,cohort 6,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,,V,0.5,,NA,NA,NA,NA,NA,NA,4/4/22,,NA,0.0022,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STBR3,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,STBR3,4,2,B02,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.5,,X,NA,,NA,NA,NA,NA,NA,NA,12/31/21,,NA,0,NO PLANT,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STBR3,NA,NA,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,STBR3,4,2,B04,cohort 1,6/22/22,N/A,N/A,N/A,N/A,ON SHORT SEASON BENCH-AC,6/1/22,0,3,0,NA,ON SHORT SEASON BENCH,0.7,,V,3.9,,4/7/22,9.7,4/25/22,13.5,NA,NA,NA,,NA,0.0361,,9/20/21,10/7/21,10/28/21,3,12,0.0046,SHORT,STBR3,97,115,NA,301,162,162,100,894,793.5,48.84833034,28087.43598,180,180,100,921,700,48.84833034,32300.13446,NA,NA,NA,NA,NA,NA,NA,22337.14864,26531.19907,NA,NA
676,STBR3,4,2,B06,cohort 2,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.7,,X,NA,,NA,NA,NA,NA,NA,NA,12/31/21,,NA,0,NO PLANT,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STBR3,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,STBR3,4,2,B10,cohort 7,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,0,0,NA,,1.3,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0019,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,STBR3,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,STBR3,4,2,B12,cohort 7,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0,,2/7/22,2/24/22,3/17/22,0,0,0,LONG,STBR3,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,STBR3,4,2,B14,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.9,11/2/21 transplant,X,1,newly dead,NA,NA,NA,NA,NA,NA,3/28/22,1.3 cm at death,NA,0.0049,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STBR3,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,STBR3,4,2,C01,cohort 1,6/22/22,N/A,N/A,N/A,N/A,ON SHORT SEASON BENCH-AC,6/1/22,0,2,0,NA,ON SHORT SEASON BENCH,1.2,,V,5.6,,4/4/22,11.6,4/25/22,15.5,5/4/22,15.5,NA,,NA,0.0371,,9/20/21,10/7/21,10/28/21,2,10,0.0041,SHORT,STBR3,94,115,124,301,159,159,100,894,826,48.84833034,27428.0717,180,180,100,921,700,48.84833034,32300.13446,189,189,100,921,609.5,48.84833034,34161.6974,21512.96265,26531.19907,29190.19316,7894.978787
681,STBR3,4,2,C03,cohort 3,6/22/22,N/A,N/A,N/A,N/A,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.4,,X,NA,,NA,NA,NA,NA,NA,NA,12/31/21,,NA,0,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STBR3,NA,NA,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,STBR3,4,2,C05,cohort 3,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.3,,V,2,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0024,,11/1/21,11/18/21,12/9/21,0,0,0,LONG,STBR3,NA,NA,NA,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,STBR3,4,2,C07,cohort 1,6/22/22,0,1,1,,,6/1/22,0,1,1,NA,,1.1,,V,3.3,,4/27/22,9.9,5/9/22,11.8,5/20/22,11.8,NA,,NA,0.0245,,9/20/21,10/7/21,10/28/21,0,0,0,LONG,STBR3,117,129,140,301,182,182,100,921,681,48.84833034,32713.50722,194,194,100,923,563,48.84833034,35427.57597,205,205,100,937,424.5,48.84833034,37784.58994,27102.99394,30543.44301,34128.41696,7292.989707
684,STBR3,4,2,C09,cohort 2,6/22/22,0,1,1,,,6/1/22,0,1,1,NA,,0.9,,V,2.9,,4/29/22,5.6,5/13/22,7.6,5/27/22,7.6,NA,,NA,0.0113,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STBR3,119,133,147,322,163,163,100,909,692.5,47.04849389,28010.26697,177,177,100,925,571.5,47.04849389,31116.2367,191,191,100,925,311.5,47.04849389,34302.04654,24544.17402,28461.18103,33782.07585,9510.75664
685,STBR3,4,2,C11,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.1,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.002,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STBR3,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,STBR3,4,2,C13,cohort 8,6/22/22,0,0,0,,,6/1/22,0,0,0,NA,,1.2,,,NA,not in yet,NA,NA,NA,NA,NA,NA,NA,,NA,0.0073,,3/7/22,3/24/22,4/14/22,0,0,0,LONG,STBR3,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,STBR3,4,2,D02,cohort 4,6/22/22,N/A,N/A,N/A,N/A,AC,6/1/22,0,0,0,NA,,1.7,,V,3,,NA,NA,NA,NA,NA,NA,NA,,NA,0.0075,,11/22/21,12/9/21,12/30/21,0,0,0,LONG,STBR3,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,STBR3,4,2,D04,cohort 2,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,0.6,,X,NA,,NA,NA,NA,NA,NA,NA,1/31/22,,NA,0,,10/11/21,10/28/21,11/18/21,0,0,0,LONG,STBR3,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,STBR3,4,2,D06,cohort 6,6/22/22,NA,NA,NA,NA,DEAD,6/1/22,NA,NA,NA,NA,DEAD,1.3,,V,1.5,,NA,NA,NA,NA,NA,NA,3/16/22,,NA,0.0018,,1/10/22,1/27/22,2/17/22,0,0,0,LONG,STBR3,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
